contigName	contigLen	totalAvgDepth	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam-var
k127_5697	343	1.7513	0	0	0	0	0	0	0	0	0	0	1.39378	0.239961	0	0	0	0	0.357513	0.230893
k127_7404	712	1.74555	0	0	0	0	0	0	0	0	0	0	0	0	1.74555	0.439596	0	0	0	0
k127_2212	353	1.36946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36946	0.867775
k127_462	538	1.31959	0	0	0	0	0	0	0	0	0.564433	0.246485	0	0	0	0	0	0	0.755155	0.185375
k127_2213	304	2.74026	0	0	0	0	0	0	0	0	1.46753	0.786522	1.27273	0.735591	0	0	0	0	0	0
k127_7405	420	2.83704	0	0	1.88889	0.210656	0.948148	0.049346	0	0	0	0	0	0	0	0	0	0	0	0
k127_5699	563	1.83051	0.469734	0.249688	0.0968523	0.0876842	0	0	1.26392	0.709301	0	0	0	0	0	0	0	0	0	0
k127_3907	633	1.72671	0	0	0	0	0	0	0	0	0.853002	0.12565	0	0	0	0	0	0	0.873706	0.110573
k127_464	247	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9151	769	1.99031	0	0	1.22456	1.5498	0	0	0	0	0	0	0	0	0.765751	0.632742	0	0	0	0
k127_2214	390	1.59583	0	0	0	0	1.59583	0.241823	0	0	0	0	0	0	0	0	0	0	0	0
k127_7406	320	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k127_5700	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_9152	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_465	388	8.38655	1.72689	0.199358	0	0	0	0	1.51261	0.250895	1.62605	0.2351	1.79832	0.364217	0	0	0	0	1.72269	0.201255
k127_3908	405	2.42745	0.85098	0.127312	0	0	0	0	0	0	1.57647	0.245113	0	0	0	0	0	0	0	0
k127_2215	486	0.505952	0	0	0	0	0	0	0	0	0.505952	0.250712	0	0	0	0	0	0	0	0
k127_9153	302	0.0460526	0	0	0	0	0	0	0	0	0	0	0	0	0.0460526	0.0442228	0	0	0	0
k127_7407	519	2.271	0	0	0	0	0	0	0	0	0	0	0	0	2.271	0.366576	0	0	0	0
k127_3909	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_2216	456	2.1732	0	0	1.18301	0.969678	0	0	0	0	0	0	0	0	0.990196	0.835968	0	0	0	0
k127_466	485	3.46269	0	0	0	0	1.38806	0.23818	0	0	2.07463	0.141121	0	0	0	0	0	0	0	0
k127_9154	473	0.993808	0	0	0	0	0.28483	0.204334	0.00928793	0.00923028	0	0	0	0	0.69969	0.210777	0	0	0	0
k127_7408	515	1.10959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449315	0.24811	0.660274	0.22493
k127_5701	896	4.19169	0.252011	0.188753	1.54692	2.28033	0.470509	0.249464	0.495979	0.250321	0	0	0.899464	0.581819	0	0	0	0	0.52681	0.445588
k127_9155	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3910	350	1.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.745	0.19093	0	0
k127_467	490	1.22647	0	0	0	0	0	0	1.22647	0.175698	0	0	0	0	0	0	0	0	0	0
k127_5702	376	3.4646	0	0	1.76549	0.180315	0	0	0	0	0	0	0	0	1.69912	0.442399	0	0	0	0
k127_469	335	1.18919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18919	0.154231	0	0
k127_5703	373	1.53812	0	0	0	0	0	0	0	0	0	0	0	0	1.53812	0.249667	0	0	0	0
k127_7409	650	1.678	0.388	0.237931	0	0	0	0	0.424	0.244715	0	0	0	0	0	0	0	0	0.866	0.420887
k127_3911	422	1.39706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39706	0.240287
k127_9156	669	3.97495	0.219653	0.171736	0.32948	0.22135	1.19653	0.467092	0.294798	0.208293	0.408478	0.242091	0	0	1.30636	1.23222	0	0	0.219653	0.171736
k127_7410	303	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k127_5704	425	1.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618182	0.236895	0.821818	0.146967
k127_470	480	1.10606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10606	0.0951001	0	0
k127_9157	362	2.65094	0	0	0	0	2	0	0.650943	0.228293	0	0	0	0	0	0	0	0	0	0
k127_5705	305	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k127_471	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2217	1400	1.868	0	0	0	0	0.1848	0.150769	0.5224	0.638807	0.4176	0.393919	0.4112	0.520922	0	0	0.332	0.221955	0	0
k127_9158	438	3.04861	0	0	1.35764	0.230534	0	0	0	0	0	0	0	0	0	0	1.69097	0.778737	0	0
k127_472	311	2.73913	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73913	0.456523
k127_2218	466	1.63608	0	0	0	0	0	0	1.63608	0.232219	0	0	0	0	0	0	0	0	0	0
k127_473	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_9159	264	4.0614	1.30702	0.604021	0	0	1.82456	0.216736	0	0	0	0	0	0	0.929825	0.0658283	0	0	0	0
k127_3913	682	2.15038	0	0	0	0	0.424812	0.244807	0	0	0	0	0	0	0.887218	0.220776	0	0	0.838346	0.896602
k127_5706	704	2.97473	0	0	0	0	0.790614	0.165845	0.684116	0.216493	0.34657	0.226869	0	0	0.198556	0.159419	0	0	0.954874	0.625445
k127_7412	787	0.965463	0	0	0.21978	0.171746	0	0	0.273155	0.198855	0	0	0	0	0	0	0.472527	0.249638	0	0
k127_2219	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_474	368	3.05963	0	0	1.82569	0.14459	0	0	0	0	0.422018	0.245043	0.811927	0.153406	0	0	0	0	0	0
k127_5707	385	3.91489	0	0	0	0	0	0	1.29362	0.917695	0	0	1	0	0	0	0	0	1.62128	0.236298
k127_3914	368	2.20183	0	0	0	0	0	0	1.88532	0.101995	0	0	0.316514	0.217329	0	0	0	0	0	0
k127_7413	407	6.80934	0	0	2.25681	0.191604	0	0	0.85214	0.12649	0	0	2.43191	0.410384	1.26848	0.197167	0	0	0	0
k127_5708	347	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_3915	301	1.71523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71523	0.205033
k127_7414	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_476	372	0.783784	0	0	0	0	0	0	0	0	0.783784	0.170234	0	0	0	0	0	0	0	0
k127_2220	623	1.10994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10994	0.0980573	0	0
k127_5710	472	2.07143	0	0	1.23292	0.777356	0	0	0	0	0	0	0.838509	0.409975	0	0	0	0	0	0
k127_2221	517	1.94823	0	0	0	0	0	0	0	0	0.615804	0.237235	0	0	0	0	0	0	1.33243	0.681545
k127_477	557	1.62654	0	0	0	0	0	0	0	0	1.62654	0.234566	0	0	0	0	0	0	0	0
k127_7415	681	1.25235	0.478343	0.250002	0	0	0	0	0	0	0	0	0.774011	0.635625	0	0	0	0	0	0
k127_3916	547	1.52897	0	0	0	0	0	0	0	0	0	0	0	0	1.12091	0.121708	0.40806	0.242157	0	0
k127_478	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2222	345	1.27179	0	0	0	0	0	0	0	0	1.27179	0.930904	0	0	0	0	0	0	0	0
k127_5712	417	1.58052	0	0	0	0	0	0	0	0	0	0	0	0	1.58052	0.244432	0	0	0	0
k127_7416	431	1.37367	0	0	0	0	0	0	0	0	0	0	1.37367	0.234876	0	0	0	0	0	0
k127_5713	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_479	461	1.28617	0	0	0	0	1.28617	0.204937	0	0	0	0	0	0	0	0	0	0	0	0
k127_7418	301	1.34437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34437	0.227285	0	0
k127_5714	501	2.0057	0	0	0	0	0.732194	0.196647	0	0	0	0	0	0	0	0	0	0	1.2735	0.199268
k127_2223	730	2.71207	0.97069	0.995684	0.531034	0.781413	0.318966	0.217601	0	0	0	0	0	0	0	0	0	0	0.891379	0.739476
k127_480	452	1.24172	0	0	0	0	0	0	0	0	0	0	1.24172	0.183901	0	0	0	0	0	0
k127_9161	2256	3.67616	0.215575	0.169186	0.634378	0.425878	0.239791	0.182374	0.411206	0.250786	0	0	0.71415	0.7914	0.148623	0.250115	0.153846	0.284163	1.15859	1.58717
k127_2224	450	1.72667	0	0	0.983333	0.698718	0	0	0	0	0.743333	0.552633	0	0	0	0	0	0	0	0
k127_3917	850	1.73143	0	0	0.43	0.245452	0	0	0.385714	0.623542	0	0	0	0	0.485714	0.73657	0	0	0.43	0.245452
k127_5715	575	1.90824	0	0	0	0	0.729412	0.197837	0.884706	0.44658	0	0	0	0	0	0	0.294118	0.208102	0	0
k127_7419	680	1.56038	0	0	0.716981	0.418802	0	0	0	0	0	0	0.843396	0.132329	0	0	0	0	0	0
k127_481	420	2.31481	0	0	2.31481	0.328032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2225	316	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_9162	395	1.60408	0.808163	0.15567	0	0	0	0	0	0	0.795918	0.163098	0	0	0	0	0	0	0	0
k127_5716	229	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_482	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3918	382	2.10776	0	0	0	0	0	0	0	0	0	0	0.814655	0.151645	0	0	0	0	1.2931	0.208091
k127_2226	370	1.15909	0	0	0.618182	0.237111	0	0	0.540909	0.249461	0	0	0	0	0	0	0	0	0	0
k127_483	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_9163	490	1.17353	0	0	0	0	0	0	0	0	1.17353	0.14384	0	0	0	0	0	0	0	0
k127_7420	582	2.44907	0	0	0.627315	0.234333	0	0	0	0	0	0	1.33102	1.09435	0	0	0	0	0.490741	0.250495
k127_484	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5717	600	1.76444	0.937778	0.76672	0	0	0	0	0	0	0	0	0.826667	0.660308	0	0	0	0	0	0
k127_9164	295	1.75862	0	0	0	0	0	0	0	0	0	0	0	0	0.758621	0.184387	1	0	0	0
k127_3919	417	1.4382	0	0	0	0	0	0	0	0	1.4382	0.247106	0	0	0	0	0	0	0	0
k127_7421	301	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
k127_3920	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9165	401	1.55777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55777	0.24765
k127_5718	485	1.69851	0	0	0	0	0	0	0	0	0	0	1.2209	0.68759	0	0	0	0	0.477612	0.250245
k127_7422	402	1.61905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61905	0.236767	0	0
k127_485	510	1.48889	0.627778	0.234324	0	0	0	0	0	0	0	0	0.483333	0.250418	0	0	0.377778	0.235717	0	0
k127_2227	859	3.6756	0	0	0.369535	0.233308	0.535966	0.780131	0.764457	0.22834	0	0	0.957687	0.204422	0	0	0	0	1.04795	0.655885
k127_3921	301	1.74834	0	0	1.74834	0.18958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7423	296	2.17808	0	0	0	0	1.17808	0.974967	0	0	0	0	0	0	0	0	1	0	0	0
k127_486	425	0.821818	0	0	0	0	0	0	0	0	0.821818	0.146968	0	0	0	0	0	0	0	0
k127_5719	465	1.88571	0	0	0	0	0	0	0	0	0.844444	0.399292	0	0	0	0	1.04127	0.60657	0	0
k127_9166	466	1.35759	0.417722	0.244002	0	0	0	0	0	0	0	0	0	0	0	0	0.939873	0.0566908	0	0
k127_5720	304	1.0974	0	0	0	0	0	0	0	0	1.0974	0.0884899	0	0	0	0	0	0	0	0
k127_2228	776	1.44089	0.71885	0.240828	0	0	0	0	0.722045	0.924219	0	0	0	0	0	0	0	0	0	0
k127_7424	633	1.96894	0	0	0	0	0	0	0	0	0	0	1.20704	0.251651	0	0	0.426501	0.245104	0.335404	0.22337
k127_9167	388	1.93697	0	0	0	0	0	0	0	0	1.93697	0.0593021	0	0	0	0	0	0	0	0
k127_2229	450	1.83	0	0	0	0	1.83	0.442575	0	0	0	0	0	0	0	0	0	0	0	0
k127_7425	495	1.95652	1.46377	0.604067	0	0	0.492754	0.442536	0	0	0	0	0	0	0	0	0	0	0	0
k127_5722	562	2.99029	0	0	0.667476	0.222492	0.407767	0.24208	0	0	0	0	1.46602	0.448967	0	0	0.449029	0.248005	0	0
k127_2230	322	1.97674	0	0	0	0	0	0	0	0	0	0	0	0	1.97674	0.0228477	0	0	0	0
k127_9168	545	1.04051	0	0	0	0	1.04051	0.038964	0	0	0	0	0	0	0	0	0	0	0	0
k127_487	1031	1.85471	0	0	0.341657	0.225183	0.38706	0.237517	0.492622	0.743411	0	0	0.633371	0.293838	0	0	0	0	0	0
k127_3922	926	2.61856	0.514175	0.322377	0	0	0.279639	0.201701	0.744845	0.461263	0.603093	0.794522	0.476804	0.727204	0	0	0	0	0	0
k127_5723	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_2231	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_488	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9169	455	2.92131	0	0	0.255738	0.190962	0.521311	0.250367	0	0	0	0	0.478689	0.250367	1.66557	0.223318	0	0	0	0
k127_2232	475	1.09231	0	0	0	0	0	0	0	0	0	0	0	0	1.09231	0.0840454	0	0	0	0
k127_7426	752	2.83555	0	0	0.303987	0.211931	0	0	0	0	2.09302	2.37736	0	0	0.438538	0.246633	0	0	0	0
k127_5724	641	1.14664	0.505092	0.250485	0	0	0.331976	0.222221	0	0	0	0	0.309572	0.214172	0	0	0	0	0	0
k127_3923	542	13.875	1.52806	1.32913	2.3801	4.33343	0.443878	0.247483	2.11735	0.707422	2.59949	1.74455	1.35204	0.729972	2.32653	0.343232	1.12755	0.986246	0	0
k127_9170	583	0.928406	0	0	0	0	0	0	0	0	0.117783	0.104152	0	0	0	0	0	0	0.810624	0.153869
k127_5725	301	1.60265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60265	0.24106
k127_2233	600	1.34	0	0	0.846667	0.237017	0	0	0	0	0.493333	0.250512	0	0	0	0	0	0	0	0
k127_9171	272	0.92623	0	0	0	0	0	0	0	0	0	0	0.92623	0.0688929	0	0	0	0	0	0
k127_7427	682	1.95301	0.864662	0.69728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08835	0.491242
k127_5726	528	1.53175	0	0	0.238095	0.181887	0.772487	0.669587	0.521164	0.250214	0	0	0	0	0	0	0	0	0	0
k127_3924	472	1.09938	0	0	1.09938	0.0897816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7428	311	2.46584	0	0	0	0	0	0	0	0	0	0	0	0	1.23602	0.181444	0	0	1.22981	0.953105
k127_9172	409	1.46718	0	0	1.46718	0.249888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2234	522	1.12634	0	0	0	0	0.607527	0.239081	0	0	0.518817	0.250319	0	0	0	0	0	0	0	0
k127_7429	328	3.92135	0	0	0	0	0	0	0	0	2	0	0	0	1.92135	0.151971	0	0	0	0
k127_5727	400	3.116	0	0	0	0	0	0	0	0	0	0	1.544	0.706888	1.572	0.575116	0	0	0	0
k127_9173	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_489	1532	3.34298	0	0	0.780753	0.91136	0	0	0.183068	0.149662	0.543415	0.588623	0.358177	0.299569	0.160637	0.295684	0.930535	0.642529	0.386397	0.267675
k127_7430	345	2.85128	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.851282	0.127254	0	0
k127_5728	454	3.23026	0	0	0	0	1.45395	0.525925	0	0	0	0	0	0	0.914474	0.0784696	0.861842	0.119464	0	0
k127_3925	576	1.31221	0	0	0	0	0	0	0	0	0	0	0.211268	0.167025	0	0	1.10094	0.100376	0	0
k127_9174	604	0.759912	0	0	0	0	0	0	0	0	0	0	0	0	0.378855	0.235844	0.381057	0.236373	0	0
k127_5729	308	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_2235	767	1.28687	0.784441	0.533005	0.395462	0.239458	0	0	0.106969	0.0956822	0	0	0	0	0	0	0	0	0	0
k127_7431	568	1.1866	0	0	0	0	0	0	0	0	0	0	1.1866	0.190515	0	0	0	0	0	0
k127_3926	353	2.21675	0	0	0	0	0	0	0	0	1.02463	0.707312	0	0	0	0	1.19212	0.155977	0	0
k127_491	679	2.16635	0.988658	0.636234	0.0604915	0.0569396	0	0	0.113422	0.206808	0.648393	0.807956	0.0586011	0.0552713	0.10586	0.197106	0.190926	0.154766	0	0
k127_492	301	2.24503	0.245033	0.186225	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k127_3927	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7432	487	1.1632	0	0	0	0	0	0	0	0	0	0	0	0	1.1632	0.613165	0	0	0	0
k127_9175	878	1.2967	0	0	0	0	0	0	0.634615	0.333983	0	0	0	0	0.662088	0.845765	0	0	0	0
k127_493	331	2.79006	0	0	1.87293	0.111541	0	0	0	0	0.917127	0.998652	0	0	0	0	0	0	0	0
k127_3928	291	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5730	887	1.51696	0	0	0	0	0.325644	0.2199	0.622795	0.637415	0	0	0	0	0.568521	0.503788	0	0	0	0
k127_2236	913	0.917431	0	0	0.296199	0.20874	0.296199	0.208739	0	0	0	0	0.325033	0.219676	0	0	0	0	0	0
k127_9176	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_7433	528	1.52646	0	0	0.928571	0.72963	0	0	0	0	0	0	0	0	0.597884	0.241056	0	0	0	0
k127_5731	326	2.67614	0	0	0.693182	0.213897	0	0	1.98295	0.0168507	0	0	0	0	0	0	0	0	0	0
k127_2237	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3929	371	1.8914	0	0	0	0	0	0	1.8914	0.0972439	0	0	0	0	0	0	0	0	0	0
k127_5732	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_9177	359	9.55024	0	0	1	0	2	0	1.94737	0.0501012	0.602871	0.240569	2	0	1	0	0	0	1	0
k127_494	644	1.86437	0	0	0	0	0	0	1.15992	0.357741	0	0	0.350202	0.228023	0	0	0	0	0.354251	0.229223
k127_5733	301	1.93377	0	0	0.933775	0.0622518	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_2238	435	1.55088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757895	0.184136	0.792982	0.164741
k127_3930	336	0.736559	0	0	0	0	0.736559	0.195088	0	0	0	0	0	0	0	0	0	0	0	0
k127_7434	614	1.40733	0	0	0	0	0	0	0	0	0.487069	0.250373	0.920259	0.349998	0	0	0	0	0	0
k127_9178	489	1.17109	0	0	1.17109	0.142239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5734	301	1.15232	0	0	0	0	0	0	0	0	1.15232	0.129978	0	0	0	0	0	0	0	0
k127_2239	403	2.56126	1.66798	0.222661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893281	0.0957084
k127_495	547	1.26196	0	0	0	0	1.06549	0.0613569	0	0	0	0	0.103275	0.0928429	0	0	0	0	0.093199	0.0847264
k127_3931	350	1.41	1	0	0	0	0.41	0.243115	0	0	0	0	0	0	0	0	0	0	0	0
k127_9179	301	1.87417	1.87417	0.110729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7436	399	1.18474	0	0	0	0	0.702811	0.20971	0	0	0.481928	0.25068	0	0	0	0	0	0	0	0
k127_5735	301	2.07285	0	0	0	0	1.07285	0.0679912	0	0	1	0	0	0	0	0	0	0	0	0
k127_496	401	2.27888	0	0	0	0	0	0	1.56574	0.374661	0.713147	0.205385	0	0	0	0	0	0	0	0
k127_9180	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_2240	529	1.38786	0	0	0	0	0	0	0	0	0.203166	0.162318	0	0	0	0	0	0	1.1847	0.150981
k127_5736	390	1.82917	0	0	0	0	0	0	0	0	0	0	0.870833	0.112953	0	0	0	0	0.958333	0.0400974
k127_7437	403	1.44269	0	0	1.44269	0.247694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3932	364	2.31308	0	0	1.3972	0.634923	0	0	0	0	0	0	0	0	0.915888	0.0773989	0	0	0	0
k127_497	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9181	353	2.92611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38916	0.852754	1.53695	0.715212
k127_5737	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9182	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2241	506	0.483146	0.483146	0.250419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_498	392	1.75207	0	0	1.75207	0.187236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7438	532	1.17016	0	0	0	0	0	0	0.709424	0.206682	0	0	0.460733	0.249111	0	0	0	0	0	0
k127_9183	303	2.21569	0	0	0.986928	0.0129859	0	0	0	0	0	0	0	0	1	0	0	0	0.228758	0.177589
k127_3933	450	1.73333	0	0	1.73333	0.209588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9184	227	8	1	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0
k127_2242	463	1.8754	0	0	0	0	0	0	1.8754	0.53891	0	0	0	0	0	0	0	0	0	0
k127_500	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_5738	605	2.52747	0	0	0	0	0.395604	0.239628	0	0	1.23516	0.849859	0	0	0	0	0.393407	0.239164	0.503297	0.250542
k127_3934	396	1.83333	0	0	0	0	0	0	0	0	0.939024	0.375859	0	0	0	0	0.894309	0.396946	0	0
k127_2243	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9185	376	1.66372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66372	0.224189
k127_7439	582	2.28704	0	0	0	0	1.09491	0.461971	0.305556	0.212684	0	0	0	0	0	0	0	0	0.886574	0.100794
k127_2244	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5739	484	2.43114	1.33234	0.222554	0	0	0.745509	0.190295	0	0	0	0	0.353293	0.229164	0	0	0	0	0	0
k127_501	467	1.46372	0	0	0.750789	0.187697	0	0	0	0	0.712934	0.205308	0	0	0	0	0	0	0	0
k127_9186	419	1.54647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54647	0.248766	0	0
k127_2245	397	0.91498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91498	0.078108
k127_502	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_5740	397	0.550607	0	0	0.550607	0.492346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9187	496	10.9711	1.6474	0.362268	1.95665	0.992314	0.751445	0.187317	0	0	2.71965	1.20524	1.28035	0.237121	1.00289	0.918833	0	0	1.61272	0.319143
k127_503	463	2.0639	0.638978	0.231424	0	0	0	0	0	0	1.42492	0.82207	0	0	0	0	0	0	0	0
k127_5741	516	2.02732	0	0	0	0	0	0	0	0	0.461749	0.249217	0	0	0	0	1.56557	0.345003	0	0
k127_3935	794	1.11025	0.694099	0.212656	0	0	0	0	0	0	0	0	0	0	0.416149	0.243347	0	0	0	0
k127_504	301	1.43046	0	0	0	0	0	0	0	0	1.43046	0.246799	0	0	0	0	0	0	0	0
k127_7440	1094	2.43856	0	0	1.10593	0.393855	0	0	0.613347	0.710359	0.534958	0.249041	0	0	0.184322	0.150507	0	0	0	0
k127_9188	409	2.77606	0	0	0	0	0.540541	0.249319	0	0	1.50193	0.429258	0	0	0	0	0	0	0.733591	0.196193
k127_2246	795	1.95814	0	0	1.2124	0.605435	0	0	0	0	0	0	0.745736	0.550154	0	0	0	0	0	0
k127_5742	309	2.32075	0.610063	0.239392	0	0	0	0	0	0	0	0	0	0	1.71069	0.20691	0	0	0	0
k127_505	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_7441	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_9189	360	0.695238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695238	0.212896
k127_3936	301	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_2247	327	1.87006	0	0	0	0	0.327684	0.221559	0	0	0	0	1.54237	0.249615	0	0	0	0	0	0
k127_506	372	1.67117	0	0	0	0	1.67117	0.221699	0	0	0	0	0	0	0	0	0	0	0	0
k127_5743	663	2.10916	0	0	0	0	0	0	0.362573	0.231566	0	0	0.660819	0.755825	0	0	0	0	1.08577	0.488721
k127_3937	406	0.882812	0	0	0	0	0	0	0.882812	0.10386	0	0	0	0	0	0	0	0	0	0
k127_2248	455	2.31475	0	0	0	0	0	0	0	0	0.695082	0.910007	0	0	0	0	0	0	1.61967	0.394346
k127_7442	574	4.22877	0	0	0.566038	0.246219	0.863208	0.983603	2.10142	2.08661	0	0	0	0	0	0	0.698113	0.211248	0	0
k127_9190	641	1.21792	0	0	0.456212	0.24859	0	0	0.366599	0.600029	0.395112	0.239486	0	0	0	0	0	0	0	0
k127_5744	301	1.56291	0	0	0	0	0	0	1.10596	0.0953642	0	0	0	0	0	0	0	0	0.456954	0.249801
k127_3938	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5745	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_9191	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
