"eggnog","SUBERR793599","SUBERR793600","SUBERR793601","SUBERR793603","SUBERR793604","SUBERR793605","SUBERR793606","SUBERR793607","SUBERR793608"
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0332 Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids (By similarity);",1,NA,NA,1,NA,2,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0439 acetyl-CoA carboxylase biotin carboxylase;",2,NA,NA,1,4,NA,NA,NA,2
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0761 Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity);",2,2,NA,NA,NA,NA,NA,2,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0821 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;",1,NA,NA,1,NA,NA,NA,NA,1
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1024 Enoyl-CoA hydratase;",1,NA,NA,2,1,2,2,2,1
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1250 Dehydrogenase;",2,1,NA,4,4,3,5,3,2
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1398 desaturase;",1,NA,NA,1,NA,1,NA,1,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1502 Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity);",1,2,1,3,1,2,2,3,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1562 phytoene synthase;",1,1,NA,1,1,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1597 diacylglycerol kinase;",1,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1607 thioesterase Superfamily protein;",1,NA,NA,1,NA,NA,NA,1,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1657 Squalene--hopene cyclase;",1,NA,NA,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1960 acyl-CoA dehydrogenase;",2,5,1,5,4,9,4,6,4
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG2084 Dehydrogenase;",1,NA,NA,1,NA,NA,1,1,1
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG4553 Polyhydroxyalkanoate depolymerase, intracellular;",1,NA,NA,NA,NA,NA,3,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG4706 Dehydratase;",1,NA,NA,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG4799 carboxylase;",1,1,2,1,NA,3,3,NA,3
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XNVZ acyl-CoA dehydrogenase;",3,NA,2,NA,NA,NA,2,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG4111C4N glycerol-3-phosphate acyltransferase;",1,NA,NA,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG4111GDC Fatty acid desaturase;",1,NA,NA,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0053 cation diffusion facilitator family transporter;",2,NA,1,NA,NA,NA,NA,1,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0168 Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA (By similarity);",2,NA,NA,NA,2,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0175 Reduction of activated sulfate into sulfite (By similarity);",1,NA,NA,1,3,NA,3,3,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0248 ppx gppa phosphatase;",1,NA,NA,NA,NA,1,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0474 P-type atpase;",1,3,1,1,NA,1,NA,NA,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0598 magnesium and cobalt transport protein CorA;",1,NA,NA,NA,1,NA,NA,2,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0601 Binding-protein-dependent transport systems inner membrane component;",1,4,1,1,3,4,2,3,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0607 Rhodanese domain protein;",1,NA,1,NA,2,1,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0672 )-iron permease;",1,NA,NA,1,NA,NA,NA,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0798 arsenical-resistance protein;",1,NA,NA,1,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;",7,2,4,8,11,9,13,9,2
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1116 (ABC) transporter;",1,2,1,5,1,NA,1,NA,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1129 (ABC) transporter;",1,NA,NA,1,1,1,NA,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1175 binding-protein-dependent transport systems inner membrane Component;",1,3,NA,NA,3,4,2,3,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1253 CBS Domain protein;",1,NA,2,5,1,NA,NA,1,2
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1464 (Lipo)protein;",1,NA,1,1,NA,2,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1629 receptor;",6,5,7,7,10,7,10,6,7
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1785 alkaline phosphatase;",1,NA,NA,NA,NA,NA,NA,1,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1840 extracellular solute-binding protein, family 1;",2,NA,1,NA,4,1,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2072 Monooxygenase;",3,NA,1,3,NA,1,NA,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2216 One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity);",1,1,1,2,NA,2,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3119 Sulfatase;",1,NA,3,NA,2,2,6,5,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3256 denitrification pathway;",1,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4206 tonB-dependent Receptor;",1,NA,NA,NA,NA,NA,2,1,3
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4773 receptor;",1,NA,NA,1,2,1,2,1,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNN9 tonB-dependent Receptor;",1,NA,NA,3,2,3,NA,2,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;",5,5,5,10,11,6,16,17,4
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XP2F tonB-dependent Receptor;",1,NA,NA,NA,2,NA,NA,3,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XQKN TonB-dependent receptor;",1,1,1,NA,NA,1,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XRJW tonB-dependent Receptor;",2,NA,1,2,3,1,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XWIN tonB-dependent Receptor;",1,NA,NA,1,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410YMF7 tonB-dependent Receptor;",1,NA,NA,1,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410ZMHV tonB-dependent Receptor;",1,NA,NA,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG411005R Major Facilitator Superfamily;",1,NA,NA,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG41122R1 Tripartite ATP-independent periplasmic transporter dctq component;",1,NA,NA,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG0179 Fumarylacetoacetate hydrolase;",3,3,1,4,1,1,NA,3,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG0318 Amp-dependent synthetase and ligase;",3,1,1,2,3,2,8,2,3
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG0412 dienelactone hydrolase;",1,1,NA,1,1,NA,2,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG1020 non-ribosomal peptide synthetase;",1,2,1,1,2,2,5,4,3
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG1335 isochorismatase;",1,NA,NA,1,NA,NA,1,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2124 Cytochrome p450;",1,6,5,2,5,2,3,3,7
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2931 Hemolysin-type calcium-binding;",2,NA,1,NA,NA,1,4,4,1
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3320 domain protein;",1,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3321 synthase;",4,1,NA,5,NA,3,6,2,1
"eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG0424 Maf-like protein;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG0772 Cell Division Protein;",NA,2,NA,NA,2,NA,2,1,NA
"eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG0851 Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell (By similarity);",NA,1,NA,NA,NA,NA,2,NA,NA
"eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG1674 cell division protein FtsK;",NA,2,NA,NA,3,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0451 Nad-dependent epimerase dehydratase;",NA,3,NA,3,2,3,2,2,7
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0741 transglycosylase;",NA,1,1,4,1,4,4,NA,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0787 Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity);",NA,1,NA,1,NA,NA,NA,NA,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0794 Arabinose 5-phosphate isomerase;",NA,1,NA,NA,NA,NA,1,NA,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0810 TonB family;",NA,1,NA,NA,1,NA,NA,NA,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0836 mannose-1-phosphate guanylyltransferase activity;",NA,1,NA,3,1,NA,1,NA,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0860 n-acetylmuramoyl-l-alanine amidase;",NA,1,NA,1,2,1,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1044 Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity);",NA,1,1,2,NA,NA,2,NA,2
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1134 (ABC) transporter;",NA,1,NA,NA,NA,1,1,NA,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1368 Sulfatase;",NA,1,NA,NA,NA,1,1,4,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1519 3-Deoxy-D-manno-octulosonic-acid transferase;",NA,1,NA,NA,1,NA,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1560 lipid a biosynthesis;",NA,1,1,NA,1,1,1,1,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1589 Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. May control correct divisome assembly (By similarity);",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2089 synthase;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2222 carbohydrate binding;",NA,1,NA,NA,NA,NA,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2244 Polysaccharide biosynthesis protein;",NA,2,NA,NA,2,NA,2,1,3
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2891 Rod shape-determining protein MreD;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2982 asmA family;",NA,1,1,NA,1,NA,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3511 phospholipase C;",NA,2,NA,1,NA,NA,2,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3637 Membrane;",NA,1,1,NA,NA,1,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3765 lipopolysaccharide biosynthetic process;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4948 mandelate racemase muconate lactonizing;",NA,2,1,1,2,NA,5,2,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5039 Polysaccharide pyruvyl transferase;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XSR4 Outer membrane porin;",NA,1,NA,NA,NA,1,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410ZU53 glycosyl transferase family;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111FMC N-acetylmuramoyl-L-alanine amidase;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111KXJ Outer membrane efflux protein;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1298 Flagellar biosynthesis protein flha;",NA,2,NA,1,NA,3,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0464 Aaa atpase;",NA,1,5,NA,NA,1,1,NA,2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0465 Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity);",NA,2,1,NA,NA,2,1,NA,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0466 ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner (By similarity);",NA,2,1,1,3,1,4,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0492 thioredoxin reductase;",NA,2,NA,2,2,2,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0542 ATP-dependent CLP protease ATP-binding subunit;",NA,2,2,2,3,1,5,1,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0544 Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation;",NA,1,NA,NA,4,NA,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0740 Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity);",NA,1,1,1,NA,NA,2,3,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1138 cytochrome c-type biogenesis protein;",NA,1,NA,NA,1,NA,1,3,3
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1222 26S protease regulatory subunit;",NA,2,1,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1391 Adenylation and deadenylation of glutamate--ammonia ligase (By similarity);",NA,1,NA,1,1,NA,NA,2,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1404 peptidase (S8 and S53, subtilisin, kexin, sedolisin;",NA,2,NA,1,1,NA,4,2,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1612 Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group (By similarity);",NA,1,NA,2,1,1,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1764 Organic hydroperoxide resistance protein;",NA,1,1,2,NA,NA,NA,3,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2214 DNAj domain protein;",NA,1,NA,NA,1,NA,NA,1,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2518 Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins (By similarity);",NA,2,NA,1,1,1,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3555 beta-hydroxylase;",NA,1,NA,NA,NA,NA,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3634 alkyl hydroperoxide reductase activity;",NA,1,NA,1,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5078 ubiquitin-conjugating enzyme;",NA,1,NA,1,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5206 phosphatidylinositol glycan anchor biosynthesis, class K;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5272 ubiquitin;",NA,2,NA,NA,NA,NA,NA,NA,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5560 ubiquitin carboxyl-terminal hydrolase;",NA,1,NA,2,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5597 Glycosyl Transferase;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XNTU protein ubiquitination;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XQ5K Ubox domain-containing protein;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XQ6Q peroxisomal biogenesis factor;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRI2 DnaJ (Hsp40) homolog, subfamily C, member 13;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRKY COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRR7 Calreticulin;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XUDQ Required for respiratory activity and maintenance and expression of the mitochondrial genome (By similarity);",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410YDJ9 Subtilase family;",NA,1,NA,NA,NA,1,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410YPVA RCE1 homolog, prenyl protein protease (S. cerevisiae);",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111K44 Rho GDP dissociation inhibitor (GDI);",NA,1,NA,NA,NA,1,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111NFC Glutaredoxin;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111RE0 peptidase, M48;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG41121N2 zinc ion binding;",NA,2,NA,NA,NA,NA,1,NA,1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0589 Universal stress protein;",NA,1,1,NA,2,NA,3,2,1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0631 Phosphatase;",NA,1,2,NA,1,2,NA,NA,1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1391 Adenylation and deadenylation of glutamate--ammonia ligase (By similarity);",NA,1,NA,1,1,NA,NA,2,1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2201 protein-glutamate methylesterase activity;",NA,1,NA,1,NA,3,2,NA,2
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2815 Serine Threonine protein kinase;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3275 Histidine kinase;",NA,1,2,NA,1,1,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4191 Histidine kinase;",NA,1,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4251 red, far-red light phototransduction;",NA,1,NA,NA,NA,NA,NA,NA,1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4725 MT-A70 family;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5329 Phosphatase;",NA,1,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNY0 Mitogen-activated protein kinase;",NA,1,NA,NA,NA,2,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQI5 response regulator;",NA,1,NA,1,NA,NA,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQJW Protein phosphatase 2, regulatory subunit B;",NA,1,NA,1,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XRM1 Protein phosphatase 6, regulatory subunit;",NA,1,2,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XRQU regulator;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y3C2 response regulator (Receiver;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y515 associated kinase;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410YBN4 G-type lectin S-receptor-like serine threonine-protein kinase;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Z1TX response regulator (Receiver;",NA,2,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111S3R Response Regulator;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG0706 Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins;",NA,1,NA,1,2,NA,2,1,2
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG1459 Type ii secretion system;",NA,1,NA,NA,2,1,1,NA,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2095 multiple antibiotic resistance (MarC)-related protein;",NA,2,1,NA,NA,NA,3,NA,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3451 type IV secretion system protein;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5130 Prenylated RAB acceptor;",NA,1,NA,NA,NA,NA,NA,NA,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5196 Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi (By similarity);",NA,1,NA,NA,NA,NA,NA,NA,NA
