"SEED","SUBERR793599"
"SEED;Carbohydrates;L-rhamnose utilization;Predicted rhamnogalacturonan lyase in rhamnose utilization cluster;",1
"SEED;Carbohydrates;Lacto-N-Biose I and Galacto-N-Biose Metabolic Pathway;UDP-glucose 4-epimerase (EC 5.1.3.2);",1
"SEED;Carbohydrates;Lactose and Galactose Uptake and Utilization;Tagatose-6-phosphate kinase (EC 2.7.1.144);",1
"SEED;Carbohydrates;Lactose and Galactose Uptake and Utilization;UDP-glucose 4-epimerase (EC 5.1.3.2);",1
"SEED;Carbohydrates;Malonate decarboxylase;Malonate decarboxylase alpha subunit;",1
"SEED;Carbohydrates;Malonate_;Malonate decarboxylase alpha subunit;",1
"SEED;Carbohydrates;Maltose and Maltodextrin Utilization;4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25);",1
"SEED;Carbohydrates;Maltose and Maltodextrin Utilization;Maltose/maltodextrin ABC transporter, permease protein MalG;",1
"SEED;Carbohydrates;Maltose and Maltodextrin Utilization;Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE;",1
"SEED;Carbohydrates;Maltose and Maltodextrin Utilization;Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19);",2
"SEED;Carbohydrates;Maltose and Maltodextrin Utilization;Predicted maltose-specific TonB-dependent receptor;",1
"SEED;Carbohydrates;Mannose Metabolism;Mannose-6-phosphate isomerase (EC 5.3.1.8);",1
"SEED;Carbohydrates;Mannose Metabolism;Phosphomannomutase (EC 5.4.2.8);",1
"SEED;Carbohydrates;Methylcitrate cycle;Aconitate hydratase 2 (EC 4.2.1.3);",1
"SEED;Carbohydrates;Methylglyoxal Metabolism;Aldehyde dehydrogenase (EC 1.2.1.3);",3
"SEED;Carbohydrates;Methylglyoxal Metabolism;Aldehyde dehydrogenase A (EC 1.2.1.22);",1
"SEED;Carbohydrates;Pentose phosphate pathway in plants;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2
"SEED;Carbohydrates;Pentose phosphate pathway in plants;Transaldolase (EC 2.2.1.2);",1
"SEED;Carbohydrates;Pentose phosphate pathway;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2
"SEED;Carbohydrates;Pentose phosphate pathway;Transaldolase (EC 2.2.1.2);",1
"SEED;Carbohydrates;Photorespiration (oxidative C2 cycle) in plants;2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60);",1
"SEED;Carbohydrates;Photorespiration (oxidative C2 cycle) in plants;Serine hydroxymethyltransferase (EC 2.1.2.1);",3
"SEED;Carbohydrates;Photorespiration (oxidative C2 cycle);2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60);",1
"SEED;Carbohydrates;Photorespiration (oxidative C2 cycle);Malate synthase G (EC 2.3.3.9);",1
"SEED;Carbohydrates;Photorespiration (oxidative C2 cycle);Serine hydroxymethyltransferase (EC 2.1.2.1);",3
"SEED;Carbohydrates;Propanediol utilization;Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17);",1
"SEED;Carbohydrates;Propionate-CoA to Succinate Module;Aconitate hydratase 2 (EC 4.2.1.3);",1
"SEED;Carbohydrates;Pyruvate metabolism I: anaplerotic reactions, PEP in Mycobacteria;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1
"SEED;Carbohydrates;Pyruvate metabolism I: anaplerotic reactions, PEP in Mycobacteria;D-malic enzyme (EC 1.1.1.83);",1
"SEED;Carbohydrates;Pyruvate metabolism I: anaplerotic reactions, PEP in Mycobacteria;Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4);",1
"SEED;Carbohydrates;Pyruvate metabolism I: anaplerotic reactions, PEP in Mycobacteria;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1
"SEED;Carbohydrates;Pyruvate metabolism I: anaplerotic reactions, PEP in Mycobacteria;Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme;",1
"SEED;Carbohydrates;Pyruvate metabolism I: anaplerotic reactions, PEP;D-malic enzyme (EC 1.1.1.83);",1
"SEED;Carbohydrates;Pyruvate metabolism I: anaplerotic reactions, PEP;Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme;",1
"SEED;Carbohydrates;Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate;Aldehyde dehydrogenase (EC 1.2.1.3);",3
"SEED;Carbohydrates;Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate;Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4);",2
"SEED;Carbohydrates;Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate;Pyruvate dehydrogenase E1 component (EC 1.2.4.1);",1
"SEED;Carbohydrates;Quinones HGM;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1
"SEED;Carbohydrates;Quinones HGM;Aconitate hydratase 2 (EC 4.2.1.3);",1
"SEED;Carbohydrates;Quinones HGM;Citrate synthase (si) (EC 2.3.3.1);",1
"SEED;Carbohydrates;Quinones HGM;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1
"SEED;Carbohydrates;Rubisco shunt in plants;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2
"SEED;Carbohydrates;Rubisco shunt in plants;Transaldolase (EC 2.2.1.2);",1
"SEED;Carbohydrates;Serine-glyoxylate cycle;Citrate synthase (si) (EC 2.3.3.1);",1
"SEED;Carbohydrates;Serine-glyoxylate cycle;cytosolic long-chain acyl-CoA thioester hydrolase family protein;",1
"SEED;Carbohydrates;Serine-glyoxylate cycle;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4);",1
"SEED;Carbohydrates;Serine-glyoxylate cycle;Serine hydroxymethyltransferase (EC 2.1.2.1);",3
"SEED;Carbohydrates;Starch degradation in plants;4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25);",1
"SEED;Carbohydrates;Sucrose metabolism in plants;NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Beta-glucosidase (EC 3.2.1.21);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Beta-xylosidase (EC 3.2.1.37);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Glycerol kinase (EC 2.7.1.30);",3
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Glycosyl transferase, family 2;",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Maltose/maltodextrin ABC transporter, permease protein MalG;",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE;",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Mannose-6-phosphate isomerase (EC 5.3.1.8);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1);",2
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2
"SEED;Carbohydrates;Sugar utilization in Thermotogales;Transaldolase (EC 2.2.1.2);",1
"SEED;Carbohydrates;Sugar utilization in Thermotogales;UDP-glucose 4-epimerase (EC 5.1.3.2);",1
"SEED;Carbohydrates;TCA cycle in plants;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1
"SEED;Carbohydrates;TCA cycle in plants;Citrate synthase (si) (EC 2.3.3.1);",1
"SEED;Carbohydrates;TCA cycle in plants;Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4);",1
"SEED;Carbohydrates;TCA cycle in plants;Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4);",2
"SEED;Carbohydrates;TCA cycle in plants;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1
"SEED;Carbohydrates;TCA cycle in plants;Fumarate hydratase class II (EC 4.2.1.2);",1
"SEED;Carbohydrates;TCA Cycle;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1
"SEED;Carbohydrates;TCA Cycle;Aconitate hydratase 2 (EC 4.2.1.3);",1
"SEED;Carbohydrates;TCA Cycle;Citrate synthase (si) (EC 2.3.3.1);",1
"SEED;Carbohydrates;TCA Cycle;Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4);",1
"SEED;Carbohydrates;TCA Cycle;Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4);",2
"SEED;Carbohydrates;TCA Cycle;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1
"SEED;Carbohydrates;TCA Cycle;Fumarate hydratase class II (EC 4.2.1.2);",1
"SEED;Carbohydrates;Trehalose  metabolism in plants;Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15);",2
"SEED;Carbohydrates;Trehalose Biosynthesis;Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15);",2
"SEED;Carbohydrates;Xylose utilization;Beta-xylosidase (EC 3.2.1.37);",1
"SEED;Carbohydrates;Xylose utilization;Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8);",1
"SEED;Cell Division and Cell Cycle;Bacterial Cytoskeleton;Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129);",1
"SEED;Cell Division and Cell Cycle;Bacterial Cytoskeleton;Cell division protein MraZ;",1
"SEED;Cell Division and Cell Cycle;Bacterial Cytoskeleton;Chromosome (plasmid) partitioning protein ParA;",2
"SEED;Cell Division and Cell Cycle;Cyanobacterial Circadian Clock;Circadian clock protein KaiC;",1
"SEED;Cell Division and Cell Cycle;Macromolecular synthesis operon;SSU ribosomal protein S21p;",1
"SEED;Cell Division and Cell Cycle;Two cell division clusters relating to chromosome partitioning;Chromosome (plasmid) partitioning protein ParA;",2
"SEED;Cell Wall and Capsule;Alginate metabolism;Mannose-6-phosphate isomerase (EC 5.3.1.8);",1
"SEED;Cell Wall and Capsule;Alginate metabolism;Phosphomannomutase (EC 5.4.2.8);",1
"SEED;Cell Wall and Capsule;Brucella Wbk Region and LPS genes;Mannose-6-phosphate isomerase (EC 5.3.1.8);",1
"SEED;Cell Wall and Capsule;Brucella Wbk Region and LPS genes;Phosphomannomutase (EC 5.4.2.8);",1
"SEED;Cell Wall and Capsule;Capsular Polysaccharide (CPS) of Campylobacter;Capsular polysaccharide export system inner membrane protein KpsE;",1
"SEED;Cell Wall and Capsule;Capsular Polysaccharides Biosynthesis and Assembly;Capsular polysaccharide export system inner membrane protein KpsE;",1
"SEED;Cell Wall and Capsule;dTDP-rhamnose synthesis;dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133);",2
"SEED;Cell Wall and Capsule;dTDP-rhamnose synthesis;Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24);",1
"SEED;Cell Wall and Capsule;KDO2-Lipid A biosynthesis;3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45);",1
"SEED;Cell Wall and Capsule;linker unit-arabinogalactan synthesis;dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133);",2
"SEED;Cell Wall and Capsule;linker unit-arabinogalactan synthesis;Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24);",1
"SEED;Cell Wall and Capsule;linker unit-arabinogalactan synthesis;UDP-glucose 4-epimerase (EC 5.1.3.2);",1
"SEED;Cell Wall and Capsule;Lipid A biosynthesis in plants;3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45);",1
"SEED;Cell Wall and Capsule;Lipopolysaccharide assembly;Uncharacterized protein YrbK clustered with lipopolysaccharide transporters;",1
"SEED;Cell Wall and Capsule;Murein Hydrolases;D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4);",1
"SEED;Cell Wall and Capsule;mycolic acid synthesis;3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100);",1
"SEED;Cell Wall and Capsule;mycolic acid synthesis;Acyl carrier protein;",1
"SEED;Cell Wall and Capsule;Peptidoglycan Biosynthesis;Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129);",1
"SEED;Cell Wall and Capsule;Peptidoglycan Biosynthesis;D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4);",1
"SEED;Cell Wall and Capsule;Peptidoglycan Biosynthesis;Glutamine synthetase type I (EC 6.3.1.2);",1
"SEED;Cell Wall and Capsule;Peptidoglycan Biosynthesis;UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7);",2
"SEED;Cell Wall and Capsule;Perosamine Synthesis Vibrio;Phosphomannomutase (EC 5.4.2.8);",1
"SEED;Cell Wall and Capsule;Raj MurE;D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4);",1
"SEED;Cell Wall and Capsule;Rhamnose containing glycans;capsular polysaccharide biosynthesis protein;",1
"SEED;Cell Wall and Capsule;Rhamnose containing glycans;dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133);",2
"SEED;Cell Wall and Capsule;Rhamnose containing glycans;Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24);",1
"SEED;Cell Wall and Capsule;Rhamnose containing glycans;UDP-glucose 4-epimerase (EC 5.1.3.2);",1
"SEED;Cell Wall and Capsule;Sialic Acid Metabolism;Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16);",2
"SEED;Cell Wall and Capsule;Sialic Acid Metabolism;PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69);",1
"SEED;Cell Wall and Capsule;Sialic Acid Metabolism;TRAP-type transport system, large permease component, predicted N-acetylneuraminate transporter;",1
"SEED;Cell Wall and Capsule;Teichoic and lipoteichoic acids biosynthesis;N-acetylmannosaminyltransferase (EC 2.4.1.187);",1
"SEED;Cell Wall and Capsule;UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis;Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16);",2
"SEED;Cell Wall and Capsule;UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis;UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7);",2
"SEED;Cell Wall and Capsule;Vibrio Core Oligosaccharide Biosynthesis;capsular polysaccharide biosynthesis protein;",1
"SEED;Cell Wall and Capsule;Vibrio Polysaccharide (VPS) Biosynthesis;N-acetylmannosaminyltransferase (EC 2.4.1.187);",1
"SEED;Central metabolism;EC 6.4.1.- Ligases that form carbon-carbon bonds;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;5-FCL-like protein;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;5-FCL-like protein;Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;5-FCL-like protein;Pyruvate dehydrogenase E1 component (EC 1.2.4.1);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;5-FCL-like protein;Serine hydroxymethyltransferase (EC 2.1.2.1);",3
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;B12 Biosynthesis (Tavares copy1);Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;B12 Biosynthesis (Tavares copy1);Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;B12 Biosynthesis (Tavares copy1);Uroporphyrinogen-III methyltransferase (EC 2.1.1.107);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;B12 Cobalamin HMP;Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;B12 Cobalamin HMP;Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;B12 duf71;Duf71: Diphthamide synthesis Dph6;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;B12 duf71;Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;BEY LIP;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;BEY LIP;Serine hydroxymethyltransferase (EC 2.1.2.1);",3
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin biosynthesis in plants;Biotin synthase (EC 2.8.1.6);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin biosynthesis;Biotin synthase (EC 2.8.1.6);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin biosynthesis;Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);",4
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin HMP;Biotin synthase (EC 2.8.1.6);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin synthesis & utilization;Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14);",2
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin synthesis & utilization;Biotin synthase (EC 2.8.1.6);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin synthesis & utilization;Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);",4
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CbiZ Main I;Duf71: Diphthamide synthesis Dph6;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CbiZ Main I;Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CbiZ Main;Duf71: Diphthamide synthesis Dph6;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CbiZ Main;Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CLO thiaminPP biosynthesis;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CLO thiaminPP biosynthesis;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CLO thiaminPP biosynthesis;Sulfur carrier protein adenylyltransferase ThiF;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CLO thiaminPP biosynthesis;Thiazole biosynthesis protein ThiG;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;CoA Pantothenate HMP;Phosphopantetheine adenylyltransferase (EC 2.7.7.3);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;coA-FolK;Phosphopantetheine adenylyltransferase (EC 2.7.7.3);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Cob(I)alamin adenosyltransferase;Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Cobalamin Biosynthesis;Uroporphyrinogen-III methyltransferase (EC 2.1.1.107);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Cobalamin Dh;Duf71: Diphthamide synthesis Dph6;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Cobalamin Dh;Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Cobalamin;Duf71: Diphthamide synthesis Dph6;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Cobalamin;Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme A Biosynthesis;Phosphopantetheine adenylyltransferase (EC 2.7.7.3);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme B12 biosynthesis;Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme B12 biosynthesis;Outer membrane vitamin B12 receptor BtuB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme B12 biosynthesis;Uroporphyrinogen-III methyltransferase (EC 2.1.1.107);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;dcernst CoA Salvage;Phosphopantetheine adenylyltransferase (EC 2.7.7.3);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;dcernst CoA Salvage2;Phosphopantetheine adenylyltransferase (EC 2.7.7.3);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Experimental ThMP RZ;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Experimental ThMP RZ;Thiazole biosynthesis protein ThiG;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Experimental tye;Ribonuclease D (EC 3.1.26.3);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Experimental tye;Uroporphyrinogen-III methyltransferase (EC 2.1.1.107);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Fe-S cluster assembly;Cysteine desulfurase (EC 2.8.1.7), SufS subfamily;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Fe-S cluster assembly;Cysteine desulfurase (EC 2.8.1.7);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Fe-S cluster assembly;Ferredoxin, 2Fe-2S;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Fe-S cluster assembly;Iron binding protein IscA for iron-sulfur cluster assembly;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate biosynthesis in plants;Para-aminobenzoate synthase, aminase component (EC 2.6.1.85);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate biosynthesis in plants;Thymidylate synthase (EC 2.1.1.45);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Biosynthesis;COG0488: ATPase components of ABC transporters with duplicated ATPase domains;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Biosynthesis;Para-aminobenzoate synthase, aminase component (EC 2.6.1.85);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Biosynthesis;Serine hydroxymethyltransferase (EC 2.1.2.1);",3
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Biosynthesis;Thymidylate synthase (EC 2.1.1.45);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate HMP;Para-aminobenzoate synthase, aminase component (EC 2.6.1.85);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Tryp Chlamydiae;3-dehydroquinate synthase (EC 4.2.3.4);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Tryp Chlamydiae;5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Tryp Chlamydiae;Anthranilate synthase, aminase component (EC 4.1.3.27);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Tryp Chlamydiae;Para-aminobenzoate synthase, aminase component (EC 2.6.1.85);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Tryp Chlamydiae;Tryptophan synthase alpha chain (EC 4.2.1.20);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate Tryp Chlamydiae;Tryptophan synthase beta chain (EC 4.2.1.20);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Heme and Siroheme biosynthesis in plants;Uroporphyrinogen-III methyltransferase (EC 2.1.1.107);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Heme Biosynthesis: protoporphyrin- and coproporphyrin-dependent pathways;Uroporphyrinogen-III methyltransferase (EC 2.1.1.107);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;LB thiamin;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Lipoate  transport;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate;Ubiquinone biosynthesis monooxygenase UbiB;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Methanofuran erick jmorales;Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57);",3
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Methanofuran;Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57);",3
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Molybdenum cofactor biosynthesis ADH;Molybdopterin biosynthesis protein MoeA;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Molybdenum cofactor biosynthesis ADH;Sulfur carrier protein adenylyltransferase ThiF;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Molybdenum cofactor biosynthesis;Molybdopterin biosynthesis protein MoeA;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Molybdenum cofactor biosynthesis;Sulfur carrier protein adenylyltransferase ThiF;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Molybdopterin cytosine dinucleotide;Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS;",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;NAD and NADP cofactor biosynthesis global;NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2);",2
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;NAD and NADP cofactor biosynthesis global;Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;NAD Niacin HMP;Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;NAD regulation;Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;NADH-dependent reduced ferredoxin:NADDP+ oxidoreductase;Enoyl-CoA hydratase (EC 4.2.1.17);",2
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Niacin, NAD and NADP biosynthesis in plants;Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19);",1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pterin carbinolamine dehydratase;Fumarylacetoacetase (EC 3.7.1.2);",2
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pterin metabolism 3;Acetoacetyl-CoA synthetase (EC 6.2.1.16);",2
