"INTERPRO2GO","SUBERR793601"
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016301 kinase activity;IPR031559 Serine/threonine-protein kinase SMG1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016301 kinase activity;IPR037607 Diacylglycerol kinase;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016301 kinase activity;IPR039760 MOFRL domain-containing protein;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR001407 Influenza RNA-dependent RNA polymerase subunit PB1;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR001980 Phosphopantetheine adenylyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR002092 DNA-directed RNA polymerase, phage-type;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR002166 RNA dependent RNA polymerase, hepatitis C virus;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR002298 DNA polymerase A;IPR018320 DNA polymerase 1;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR002618 UDPGP family;IPR039741 UDP-sugar pyrophosphorylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR005248 Nicotinate/nicotinamide nucleotide adenylyltransferase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR005882 Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR005907 Glucose-1-phosphate thymidylyltransferase, short form;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR006172 DNA-directed DNA polymerase, family B;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR007811 DNA-directed RNA polymerase III subunit RPC4;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR010043 Bifunctional uridylyltransferase/uridylyl-removing enzyme;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR010206 Poly(A) polymerase I;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR011773 DNA-directed RNA polymerase, alpha subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR011784 Sulphate adenylyltransferase, small subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR011831 Glucose-1-phosphate adenylyltransferase;IPR023049 Glucose-1-phosphate adenylyltransferase GlgC, bacterial;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR012006 tRNA nucleotidyltransferase, proteobacteria;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR012756 DNA-directed RNA polymerase, subunit beta'';",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR015712 DNA-directed RNA polymerase, subunit 2;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR023057 Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR030846 DNA primase DnaG, bacteria;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR034678 DNA-directed RNA polymerase subunit RpoC1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;GO:0016779 nucleotidyltransferase activity;IPR040137 Terminal nucleotidyltransferase 4A;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000131 ATP synthase, F1 complex, gamma subunit;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000374 Phosphatidate cytidylyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000398 Thymidylate synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000462 CDP-alcohol phosphatidyltransferase;IPR004533 CDP-diacylglycerol--serine O-phosphatidyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000537 UbiA prenyltransferase family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000537 UbiA prenyltransferase family;IPR039653 Prenyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000577 Carbohydrate kinase, FGGY;IPR005999 Glycerol kinase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000711 ATPase, OSCP/delta subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000715 Glycosyl transferase, family 4;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000715 Glycosyl transferase, family 4;IPR003524 Phospho-N-acetylmuramoyl-pentapeptide transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000811 Glycosyl transferase, family 35;IPR011833 Glycogen/starch/alpha-glucan phosphorylase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000860 Porphobilinogen deaminase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000870 Homoserine kinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000890 Aliphatic acid kinase, short-chain;IPR004372 Acetate/propionate kinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001085 Serine hydroxymethyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001091 Restriction/modification DNA-methylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001312 Hexokinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001348 ATP phosphoribosyltransferase HisG;IPR020621 ATP phosphoribosyltransferase HisG, long form;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001441 Decaprenyl diphosphate synthase-like;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001469 ATP synthase, F1 complex, delta/epsilon subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001525 C-5 cytosine methyltransferase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001697 Pyruvate kinase;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002020 Citrate synthase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002020 Citrate synthase;IPR024176 Citrate synthase, bacterial-type;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002133 S-adenosylmethionine synthetase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002155 Thiolase;",8
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002201 Glycosyl transferase, family 9;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002201 Glycosyl transferase, family 9;IPR011908 Lipopolysaccharide heptosyltransferase I;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002213 UDP-glucuronosyl/UDP-glucosyltransferase;",15
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002495 Glycosyl transferase, family 8;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002649 tRNA (guanine-N1-)-methyltransferase, bacteria;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002659 Glycosyl transferase, family 31;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002685 Glycosyl transferase, family 15;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002695 Bifunctional purine biosynthesis protein PurH-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002736 Triphosphoribosyl-dephospho-CoA protein;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002745 Phosphotransferase KptA/Tpt1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002935 Class I-like SAM-dependent O-methyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003136 Cytidylate kinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003358 tRNA (guanine-N-7) methyltransferase, Trmb type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003406 Glycosyl transferase, family 14;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003480 Transferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003673 CoA-transferase family III;",55
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003674 Oligosaccharyl transferase, STT3 subunit;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003698 Lipoyl synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003699 S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003700 Ketopantoate hydroxymethyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003702 Acetyl-CoA hydrolase/transferase;IPR017821 Succinate CoA transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003742 RNA methyltransferase RlmH;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003786 Sulfur carrier protein FdhD;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003805 Adenosylcobinamide-GDP ribazoletransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003811 Glycerol-3-phosphate acyltransferase, PlsY;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003836 Glucokinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004165 Coenzyme A transferase family I;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004165 Coenzyme A transferase family I;IPR014388 3-oxoacid CoA-transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004263 Exostosin-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004441 RNA methyltransferase TrmH family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004498 Ribosomal protein L11 methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004506 tRNA-specific 2-thiouridylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004556 Methyltransferase HemK-like;IPR017127 Ribosomal protein L3-specific, glutamine-N5-methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004556 Methyltransferase HemK-like;IPR019874 Protein-(glutamine-N5) methyltransferase, release factor-specific;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004723 8-amino-7-oxononanoate synthase,  Archaea/Proteobacteria type;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004796 Phosphotransferase system, cellobiose-type IIC component;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004835 Chitin synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004960 Bacterial lipid A biosynthesis acyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005027 Glycosyl transferase, family 43;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005150 Cellulose synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005260 Aspartate kinase, monofunctional class;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005294 ATP synthase, F1 complex, alpha subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005299 SAM dependent carboxyl methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005338 Anhydro-N-acetylmuramic acid kinase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005477 Deoxyxylulose-5-phosphate synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005664 Tetrahydrodipicolinate N-succinyltransferase, transferase hexapeptide repeat family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005722 ATP synthase, F1 complex, beta subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005750 UDP-N-acetylglucosamine 1-carboxyvinyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005764 Adenine phosphoribosyl transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005765 Uracil phosphoribosyl transferase;IPR034332 Uracil phosphoribosyltransferase, bacterial-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005814 Aminotransferase class-III;",7
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005839 Methylthiotransferase;IPR005840 Ribosomal protein S12 methylthiotransferase RimO;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005855 Glucosamine-fructose-6-phosphate aminotransferase, isomerising;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005856 Cysteine synthase;IPR005859 Cysteine synthase CysK;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005861 Histidinol-phosphate aminotransferase family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005881 Serine O-acetyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005882 Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005904 Hypoxanthine phosphoribosyl transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005940 Anthranilate phosphoribosyl transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005946 Ribose-phosphate pyrophosphokinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005958 Tyrosine/nicotianamine aminotransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006009 N-acetylglucosaminyltransferase, MurG;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006130 Aspartate/ornithine carbamoyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006256 Dihydrolipoamide acetyltransferase pyruvate dehydrogenase complex;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006365 Cobalamin (vitamin B12) biosynthesis CobL/Precorrin-6Y C(5,15)-methyltransferase;IPR014008 Cobalamin biosynthesis, precorrin-6Y methyltransferase, CbiT subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006700 Ribosomal RNA small subunit methyltransferase E;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007072 Rhamnosyl O-methyltransferase/Cephalosporin hydroxylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007213 Methyltransferase Ppm1/Ppm2/Tcmp;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007269 Isoprenylcysteine carboxyl methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007306 tRNA A64-2'-O-ribosylphosphate transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007691 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007788 Glutaminyl-peptide cyclotransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR008189 rRNA small subunit methyltransferase I;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR008220 Homoserine/serine acetyltransferase MetX-like;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR008630 Glycosyltransferase 34;",8
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010044 Methylthioadenosine phosphorylase  (MTAP);",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010121 Pyruvate, phosphate dikinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010233 Ubiquinone biosynthesis O-methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010280 (Uracil-5)-methyltransferase family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010286 METTL16/RlmF family;IPR016909 Ribosomal RNA large subunit methyltransferase F;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011141 Polyketide synthase, type III;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011147 Bifunctional aspartokinase/homoserine dehydrogenase I;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011190 N-acetylglutamate synthase, fungal;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011224 Ribosomal RNA large subunit methyltransferase M;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011812 Biosynthetic peptidoglycan transglycosylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011822 Cobalamin-dependent methionine synthase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011835 Bacterial/plant glycogen synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012772 L-2,4-diaminobutyric acid acetyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012820 Sucrose synthase, plant/cyanobacteria;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012846 Acetolactate synthase, large subunit, biosynthetic;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR014292 Acyltransferase, WS/DGAT/MGAT;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR015324 Ribosomal protein Rsm22-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016222 Glycerol-3-phosphate O-acyltransferase, chloroplast;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016269 RNA-directed RNA polymerase, paramyxovirus;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016452 Fatty acid synthase, beta subunit, fungi;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016461 O-methyltransferase COMT-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR017582 tRNA 2-selenouridine/geranyl-2-thiouridine synthase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR017583 Tagatose/fructose phosphokinase;IPR022463 Fructose 1-phosphate kinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR017804 Methyltransferase EgtD-like;IPR035094 Histidine N-alpha-methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR019012 RNA cap guanine-N2 methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022170 E3 Ubiquitin ligase, GIDE-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022953 ATP-dependent 6-phosphofructokinase;",25
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR023031 Orotate phosphoribosyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR023032 tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR023543 rRNA small subunit methyltransferase C;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR023723 Glucan biosynthesis protein C;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR024627 V(D)J recombination-activating protein 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR025799 Protein arginine N-methyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR026170 N-lysine methyltransferase FAM173A/B;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR026456 Glycosyltransferase AglJ;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR028885 Adenylyltransferase and sulfurtransferase MOCS3/Uba4;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR030445 Histone H3-K79 methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR031127 E3 ubiquitin ligase RBR family;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR034291 Thiamine phosphate synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR039164 E3 ubiquitin-protein ligase UBR1-like;",1
