"INTERPRO2GO","SUBERR793600"
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000462 CDP-alcohol phosphatidyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000462 CDP-alcohol phosphatidyltransferase;IPR004533 CDP-diacylglycerol--serine O-phosphatidyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000462 CDP-alcohol phosphatidyltransferase;IPR014472 Choline/ethanolamine phosphotransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000537 UbiA prenyltransferase family;IPR039653 Prenyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000682 Protein-L-isoaspartate(D-aspartate) O-methyltransferase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000711 ATPase, OSCP/delta subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000715 Glycosyl transferase, family 4;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000796 Aspartate/other aminotransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000811 Glycosyl transferase, family 35;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000811 Glycosyl transferase, family 35;IPR011834 Alpha-glucan phosphorylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR000870 Homoserine kinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001085 Serine hydroxymethyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001312 Hexokinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001441 Decaprenyl diphosphate synthase-like;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001525 C-5 cytosine methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001690 Autoinducer synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR001697 Pyruvate kinase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002020 Citrate synthase;IPR024176 Citrate synthase, bacterial-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002060 Squalene/phytoene synthase;IPR006449 Squalene synthase-like;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002133 S-adenosylmethionine synthetase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002155 Thiolase;",6
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002201 Glycosyl transferase, family 9;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002213 UDP-glucuronosyl/UDP-glucosyltransferase;",22
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002495 Glycosyl transferase, family 8;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002659 Glycosyl transferase, family 31;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002685 Glycosyl transferase, family 15;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002695 Bifunctional purine biosynthesis protein PurH-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR002935 Class I-like SAM-dependent O-methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003038 DAD/Ost2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003358 tRNA (guanine-N-7) methyltransferase, Trmb type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003386 Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003440 Glycosyl transferase, family 48;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003447 FemABX peptidyl transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003473 Quinolinate synthetase A;IPR023066 Quinolinate synthase A, type 2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003480 Transferase;",6
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003673 CoA-transferase family III;",13
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003674 Oligosaccharyl transferase, STT3 subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003682 rRNA small subunit methyltransferase G;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003698 Lipoyl synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003702 Acetyl-CoA hydrolase/transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003724 ATP:cob(I)alamin adenosyltransferase CobA/CobO/ButR;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003742 RNA methyltransferase RlmH;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR003805 Adenosylcobinamide-GDP ribazoletransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004033 UbiE/COQ5 methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004159 Putative S-adenosyl-L-methionine-dependent methyltransferase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004165 Coenzyme A transferase family I;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004263 Exostosin-like;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004384 RNA methyltransferase TrmJ/LasT;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004506 tRNA-specific 2-thiouridylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004556 Methyltransferase HemK-like;IPR017127 Ribosomal protein L3-specific, glutamine-N5-methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004556 Methyltransferase HemK-like;IPR019874 Protein-(glutamine-N5) methyltransferase, release factor-specific;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004723 8-amino-7-oxononanoate synthase,  Archaea/Proteobacteria type;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004796 Phosphotransferase system, cellobiose-type IIC component;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004835 Chitin synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR004856 Glycosyl transferase, ALG6/ALG8;IPR039488 Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005027 Glycosyl transferase, family 43;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005150 Cellulose synthase;",5
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005260 Aspartate kinase, monofunctional class;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005294 ATP synthase, F1 complex, alpha subunit;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005299 SAM dependent carboxyl methyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005477 Deoxyxylulose-5-phosphate synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005671 2-isopropylmalate synthase, bacterial-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005722 ATP synthase, F1 complex, beta subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005750 UDP-N-acetylglucosamine 1-carboxyvinyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005765 Uracil phosphoribosyl transferase;IPR034332 Uracil phosphoribosyltransferase, bacterial-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005794 Methionyl-tRNA formyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005814 Aminotransferase class-III;",11
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005839 Methylthiotransferase;IPR006463 tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase MiaB;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005855 Glucosamine-fructose-6-phosphate aminotransferase, isomerising;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005861 Histidinol-phosphate aminotransferase family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005881 Serine O-acetyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR005940 Anthranilate phosphoribosyl transferase;",5
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006009 N-acetylglucosaminyltransferase, MurG;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006130 Aspartate/ornithine carbamoyltransferase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006219 DHAP synthase, class 1;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006255 Dihydrolipoamide succinyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006257 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006264 3-phosphoshikimate 1-carboxyvinyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006269 3-deoxy-8-phosphooctulonate synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006276 Cobalamin-independent methionine synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR006721 ATP synthase, F1 complex, epsilon  subunit, mitochondrial;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007473 Ribosomal RNA large subunit methyltransferase J;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007536 Ribosomal RNA small subunit methyltransferase J;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007554 CDP-glycerol glycerophosphotransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR007691 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR008189 rRNA small subunit methyltransferase I;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR008220 Homoserine/serine acetyltransferase MetX-like;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR008630 Glycosyltransferase 34;",7
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR008715 SAM-dependent methyltransferase, NodS-related;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR009448 UDP-glucose:Glycoprotein Glucosyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010121 Pyruvate, phosphate dikinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010137 Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010139 Imidazole glycerol phosphate synthase, subunit H;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010280 (Uracil-5)-methyltransferase family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR010963 Poly(R)-hydroxyalkanoic acid synthase, class I;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011141 Polyketide synthase, type III;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR011817 Uridylate kinase;IPR015963 Uridylate kinase, bacteria;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012382 Precorrin-2 C(20)-methyltransferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012392 Very-long-chain 3-ketoacyl-CoA synthase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR012846 Acetolactate synthase, large subunit, biosynthetic;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR013956 E3 ubiquitin ligase Bre1;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016222 Glycerol-3-phosphate O-acyltransferase, chloroplast;",11
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016225 NAD--protein ADP-ribosyltransferase Alt;",26
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016269 RNA-directed RNA polymerase, paramyxovirus;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016455 Xyloglucan endotransglucosylase/hydrolase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR016461 O-methyltransferase COMT-type;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR017088 Wax synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR017226 Betaine-homocysteine S-methyltransferase, BHMT;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR017380 Histone acetyltransferase type B, catalytic subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR017583 Tagatose/fructose phosphokinase;IPR022463 Fructose 1-phosphate kinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR019942 LL-diaminopimelate aminotransferase/aminotransferase ALD1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022278 Phosphoserine aminotransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022839 Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022924 Cardiolipin synthase;IPR030874 Cardiolipin synthase, Firmicutes-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR022953 ATP-dependent 6-phosphofructokinase;",33
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR023031 Orotate phosphoribosyltransferase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR023853 Poly-beta-1,6 N-acetyl-D-glucosamine synthase PgaC/IcaA;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR024627 V(D)J recombination-activating protein 1;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR025799 Protein arginine N-methyltransferase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR026848 E3 ubiquitin-protein ligase FANCL;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR031127 E3 ubiquitin ligase RBR family;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR034291 Thiamine phosphate synthase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR037439 1,4-alpha-glucan-branching enzyme;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR039164 E3 ubiquitin-protein ligase UBR1-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR039769 18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like;",5
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR039901 3-deoxy-D-manno-octulosonic acid transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016740 transferase activity;IPR042024 D-xylulose kinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR000101 Gamma-glutamyltranspeptidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR000250 Peptidase G1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR000718 Peptidase M13;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001096 Peptidase C13, legumain;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001353 Proteasome, subunit alpha/beta;IPR023332 Proteasome alpha-type subunit;IPR035144 Proteasome subunit alpha 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001353 Proteasome, subunit alpha/beta;IPR023333 Proteasome B-type subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001461 Aspartic peptidase A1 family;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001563 Peptidase S10, serine carboxypeptidase;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001940 Peptidase S1C;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR001940 Peptidase S1C;IPR011782 Peptidase S1C, Do;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR002169 Peptidase M9A/M9B, collagenase, bacterial;",4
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR002410 Peptidase S33;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR002470 Peptidase S9A, prolyl oligopeptidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR003675 CAAX prenyl protease 2;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR003675 CAAX prenyl protease 2;IPR039731 CAAX prenyl protease 2, eukaryotes;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR005073 Peptidase M74, penicillin-insensitive murein endopeptidase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR005936 Peptidase, FtsH;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR006639 Presenilin/signal peptide peptidase;IPR007369 Peptidase A22B, signal peptide peptidase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR007518 MINDY deubiquitinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR008758 Peptidase S28;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;IPR023042 Peptidase M17, leucine aminopeptidase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR017790 Penicillin-binding protein 2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR018044 Peptidase S11, D-alanyl-D-alanine carboxypeptidase A;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR021190 Peptidase M10A;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR022919 Peptidase M48, protease HtpX, putative;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0008233 peptidase activity;IPR039138 Ubiquitin thioesterase OTU1;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR000146 Fructose-1,6-bisphosphatase class 1;IPR023079 Sedoheptulose-1,7-bisphosphatase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR000146 Fructose-1,6-bisphosphatase class 1;IPR028343 Fructose-1,6-bisphosphatase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR005238 ComB-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR010140 Histidinol phosphate phosphatase, HisJ;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR010394 5-nucleotidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR015655 Protein phosphatase 2C family;",10
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR017867 Protein-tyrosine phosphatase, low molecular weight;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR030048 Survival protein SurE;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0016791 phosphatase activity;IPR039356 Metal-dependent nucleoside 5'-monophosphatase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR000067 Flagellar M-ring protein FliF;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR000212 DNA helicase, UvrD/REP type;",23
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR001241 DNA topoisomerase, type IIA;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR001806 Small GTPase;",1
