"SEED","SUBERR793599","SUBERR793600","SUBERR793601","SUBERR793603","SUBERR793604","SUBERR793605","SUBERR793606","SUBERR793607","SUBERR793608"
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis in plants;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1,NA,1,2,2,1,4,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis LDP;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1,NA,1,2,2,1,4,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis LDP;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2,NA,NA,NA,1,1,1,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis LDP;Sulfur carrier protein adenylyltransferase ThiF;",1,NA,NA,NA,NA,NA,NA,2,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis LDP;Thiazole biosynthesis protein ThiG;",1,NA,NA,NA,NA,NA,NA,NA,1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1,NA,1,2,2,1,4,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2,NA,NA,NA,1,1,1,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis;Sulfur carrier protein adenylyltransferase ThiF;",1,NA,NA,NA,NA,NA,NA,2,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin biosynthesis;Thiazole biosynthesis protein ThiG;",1,NA,NA,NA,NA,NA,NA,NA,1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin Copy RZ;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1,NA,1,2,2,1,4,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin Copy RZ;NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12);",1,NA,NA,1,NA,3,1,2,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin Copy RZ;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2,NA,NA,NA,1,1,1,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin Copy RZ;Sulfur carrier protein adenylyltransferase ThiF;",1,NA,NA,NA,NA,NA,NA,2,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamin Copy RZ;Thiazole biosynthesis protein ThiG;",1,NA,NA,NA,NA,NA,NA,NA,1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamine-biosynthesis;Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4);",1,NA,1,1,2,2,1,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamine-biosynthesis;Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4);",2,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Thiamine-biosynthesis;Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17);",1,NA,1,2,2,1,4,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Ubiquinone biosynthesis -- gjo;Chorismate--pyruvate lyase (EC 4.1.3.40);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Ubiquinone biosynthesis -- gjo;Ubiquinone biosynthesis monooxygenase UbiB;",1,NA,NA,NA,NA,NA,2,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Ubiquinone Biosynthesis;Chorismate--pyruvate lyase (EC 4.1.3.40);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Ubiquinone Biosynthesis;Ubiquinone biosynthesis monooxygenase UbiB;",1,NA,NA,NA,NA,NA,2,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Aconitate hydratase 2 (EC 4.2.1.3);",1,NA,2,NA,NA,NA,2,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Biotin synthase (EC 2.8.1.6);",1,NA,NA,NA,1,NA,1,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Chorismate synthase (EC 4.2.3.5);",2,NA,1,NA,NA,3,NA,NA,1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Cystathionine gamma-synthase (EC 2.5.1.48);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Cysteine desulfurase (EC 2.8.1.7), SufS subfamily;",1,1,NA,NA,1,2,NA,2,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Cysteine desulfurase (EC 2.8.1.7);",1,NA,1,1,2,1,NA,2,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Dihydroorotase (EC 3.5.2.3);",1,NA,NA,1,1,NA,1,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Ferric uptake regulation protein FUR;",3,NA,1,NA,NA,NA,NA,1,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Iron binding protein IscA for iron-sulfur cluster assembly;",1,NA,NA,NA,1,NA,NA,NA,NA
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1);",1,NA,NA,NA,1,NA,1,1,1
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;YgfZ;S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284);",1,NA,NA,NA,1,NA,NA,1,NA
"SEED;DNA Metabolism;DNA processing cluster;Recombination protein RecR;",1,NA,NA,1,1,1,1,NA,1
"SEED;DNA Metabolism;DNA repair, bacterial DinG and relatives;ATP-dependent helicase DinG/Rad3;",2,NA,NA,NA,NA,NA,2,NA,NA
"SEED;DNA Metabolism;DNA repair, bacterial MutL-MutS system;DNA mismatch repair protein MutS;",1,NA,NA,NA,2,1,2,NA,NA
"SEED;DNA Metabolism;DNA repair, bacterial MutL-MutS system;MutS-related protein, family 1;",1,NA,NA,NA,NA,1,NA,1,NA
"SEED;DNA Metabolism;DNA repair, bacterial RecBCD pathway;Exodeoxyribonuclease V beta chain (EC 3.1.11.5);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;DNA Metabolism;DNA repair, bacterial RecFOR pathway;ATP-dependent DNA helicase RecQ;",1,NA,NA,1,1,NA,2,1,NA
"SEED;DNA Metabolism;DNA repair, bacterial RecFOR pathway;Recombination protein RecR;",1,NA,NA,1,1,1,1,NA,1
"SEED;DNA Metabolism;DNA repair, bacterial UvrD and related helicases;ATP-dependent DNA helicase Rep;",1,NA,2,NA,NA,NA,NA,NA,1
"SEED;DNA Metabolism;DNA repair, bacterial UvrD and related helicases;ATP-dependent DNA helicase UvrD/PcrA;",1,1,NA,3,3,2,NA,2,2
"SEED;DNA Metabolism;DNA repair, bacterial;A/G-specific adenine glycosylase (EC 3.2.2.-);",1,NA,NA,NA,1,1,NA,1,NA
"SEED;DNA Metabolism;DNA repair, bacterial;DNA repair protein RadA;",1,NA,1,NA,NA,NA,1,NA,1
"SEED;DNA Metabolism;DNA repair, bacterial;Exodeoxyribonuclease VII small subunit (EC 3.1.11.6);",1,NA,NA,NA,1,NA,NA,NA,NA
"SEED;DNA Metabolism;DNA repair, bacterial;Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63);",1,NA,NA,NA,NA,NA,NA,1,1
"SEED;DNA Metabolism;DNA repair, UvrABC system;Excinuclease ABC subunit A;",4,NA,1,1,2,NA,4,1,2
"SEED;DNA Metabolism;DNA repair, UvrABC system;Excinuclease ABC subunit C;",1,NA,NA,NA,1,NA,1,3,NA
"SEED;DNA Metabolism;DNA structural proteins, bacterial;Integration host factor alpha subunit;",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;DNA Metabolism;DNA topoisomerases, Type I, ATP-independent;DNA topoisomerase I (EC 5.99.1.2);",1,NA,NA,3,NA,1,1,NA,NA
"SEED;DNA Metabolism;DNA topoisomerases, Type II, ATP-dependent;Topoisomerase IV subunit A (EC 5.99.1.-);",1,NA,1,1,2,NA,NA,NA,1
"SEED;DNA Metabolism;DNA topoisomerases, Type II, ATP-dependent;Topoisomerase IV subunit B (EC 5.99.1.-);",1,NA,NA,NA,NA,1,3,1,1
"SEED;DNA Metabolism;DNA-replication;ATP-dependent DNA helicase RecQ;",1,NA,NA,1,1,NA,2,1,NA
"SEED;DNA Metabolism;DNA-replication;DNA polymerase III alpha subunit (EC 2.7.7.7);",1,NA,1,3,1,NA,2,1,NA
"SEED;DNA Metabolism;DNA-replication;DNA polymerase III beta subunit (EC 2.7.7.7);",1,NA,1,1,NA,NA,NA,1,NA
"SEED;DNA Metabolism;DNA-replication;Exodeoxyribonuclease V beta chain (EC 3.1.11.5);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;DNA Metabolism;DNA-replication;Recombination protein RecR;",1,NA,NA,1,1,1,1,NA,1
"SEED;DNA Metabolism;DNA-replication;Replicative DNA helicase (DnaB) (EC 3.6.4.12);",1,1,NA,NA,NA,NA,NA,1,NA
"SEED;DNA Metabolism;DNA-replication;Transcription-repair coupling factor;",1,NA,1,3,5,NA,NA,1,NA
"SEED;DNA Metabolism;Plasmid replication;Chromosome (plasmid) partitioning protein ParA;",2,NA,NA,NA,1,NA,3,NA,1
"SEED;DNA Metabolism;Restriction-Modification System;Type I restriction-modification system, restriction subunit R (EC 3.1.21.3);",1,NA,2,1,3,NA,1,2,NA
"SEED;DNA Metabolism;Type I Restriction-Modification;Type I restriction-modification system, restriction subunit R (EC 3.1.21.3);",1,NA,2,1,3,NA,1,2,NA
"SEED;Dormancy and Sporulation;Sporulation Cluster;Transcription-repair coupling factor;",1,NA,1,3,5,NA,NA,1,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Acetyl-CoA carboxylase complexes in plants;Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14);",2,NA,NA,1,6,NA,NA,NA,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Cardiolipin biosynthesis in plants;Cardiolipin synthetase (EC 2.7.8.-);",1,NA,NA,1,NA,1,NA,1,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;CDP-diacylglycerol biosynthesis in plants;1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51);",1,1,NA,1,5,NA,2,NA,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty Acid Biosynthesis FASII;3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100);",1,3,1,12,6,4,6,7,5
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty Acid Biosynthesis FASII;Acyl carrier protein;",1,1,1,NA,NA,NA,NA,1,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty Acid Biosynthesis FASII;Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14);",2,NA,NA,1,6,NA,NA,NA,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty acid biosynthesis in plants (plastidial);3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100);",1,3,1,12,6,4,6,7,5
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty acid biosynthesis in plants (plastidial);Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14);",2,NA,NA,1,6,NA,NA,NA,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty acid biosynthesis in plants (plastidial);Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);",4,2,3,11,8,3,17,8,4
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty acid degradation regulons;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3,NA,1,NA,3,6,3,4,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty acid degradation regulons;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty acid degradation regulons;Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);",4,2,3,11,8,3,17,8,4
"SEED;Fatty Acids, Lipids, and Isoprenoids;Glycerolipid and Glycerophospholipid Metabolism in Bacteria;1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51);",1,1,NA,1,5,NA,2,NA,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Glycerolipid and Glycerophospholipid Metabolism in Bacteria;Acyl carrier protein;",1,1,1,NA,NA,NA,NA,1,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Glycerolipid and Glycerophospholipid Metabolism in Bacteria;Aldehyde dehydrogenase (EC 1.2.1.3);",3,1,5,4,2,5,8,1,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Glycerolipid and Glycerophospholipid Metabolism in Bacteria;Cardiolipin synthetase (EC 2.7.8.-);",1,NA,NA,1,NA,1,NA,1,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Glycerolipid and Glycerophospholipid Metabolism in Bacteria;Glycerol kinase (EC 2.7.1.30);",3,NA,NA,1,2,2,NA,1,1
"SEED;Fatty Acids, Lipids, and Isoprenoids;Glycerolipid and Glycerophospholipid Metabolism in Bacteria;Phosphatidylserine decarboxylase (EC 4.1.1.65);",1,NA,NA,NA,1,NA,1,NA,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Isoprenoid biosynthesis in plants, nonmevalonate branch;1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1);",1,NA,NA,1,NA,NA,NA,NA,1
"SEED;Fatty Acids, Lipids, and Isoprenoids;Isoprenoid biosynthesis in plants, nonmevalonate branch;4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2);",1,2,NA,NA,NA,NA,NA,4,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Isoprenoid Biosynthesis;1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1);",1,NA,NA,1,NA,NA,NA,NA,1
"SEED;Fatty Acids, Lipids, and Isoprenoids;Isoprenoid Biosynthesis;4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2);",1,2,NA,NA,NA,NA,NA,4,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases);Acetoacetyl-CoA synthetase (EC 6.2.1.16);",2,NA,NA,NA,NA,1,2,NA,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Nonmevalonate Branch of Isoprenoid Biosynthesis;1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1);",1,NA,NA,1,NA,NA,NA,NA,1
"SEED;Fatty Acids, Lipids, and Isoprenoids;Nonmevalonate Branch of Isoprenoid Biosynthesis;4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2);",1,2,NA,NA,NA,NA,NA,4,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Phosphatidylethanolamine biosynthesis in plants;Phosphatidylserine decarboxylase (EC 4.1.1.65);",1,NA,NA,NA,1,NA,1,NA,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Phosphatidylglycerol biosynthesis in plants;1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51);",1,1,NA,1,5,NA,2,NA,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Polyhydroxybutyrate metabolism;Acetoacetyl-CoA synthetase (EC 6.2.1.16);",2,NA,NA,NA,NA,1,2,NA,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Polyhydroxybutyrate metabolism;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Polyhydroxybutyrate metabolism;Intracellular PHB depolymerase (EC 3.1.1.-);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;polyprenyl synthesis;4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2);",1,2,NA,NA,NA,NA,NA,4,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Polyunsaturated fatty acids biosynthesis in plants;Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);",4,2,3,11,8,3,17,8,4
"SEED;Fatty Acids, Lipids, and Isoprenoids;Triacylglycerol metabolism in plants;1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51);",1,1,NA,1,5,NA,2,NA,2
"SEED;Fatty Acids, Lipids, and Isoprenoids;Triacylglycerol metabolism;Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Fatty Acids, Lipids, and Isoprenoids;Unsaturated Fatty Acid biosynthesis in plants;3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100);",1,3,1,12,6,4,6,7,5
"SEED;Fatty Acids, Lipids, and Isoprenoids;Unsaturated Fatty Acid Metabolism;Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);",4,2,3,11,8,3,17,8,4
"SEED;Iron acquisition and metabolism;Campylobacter Iron Metabolism;Ferric iron ABC transporter, iron-binding protein;",1,NA,1,NA,2,1,2,NA,NA
"SEED;Iron acquisition and metabolism;Iron acquisition in Streptococcus;Ferric iron ABC transporter, iron-binding protein;",1,NA,1,NA,2,1,2,NA,NA
"SEED;Iron acquisition and metabolism;Iron acquisition in Vibrio;Ferric iron ABC transporter, iron-binding protein;",1,NA,1,NA,2,1,2,NA,NA
"SEED;Iron acquisition and metabolism;Iron acquisition in Vibrio;Ferric uptake regulation protein FUR;",3,NA,1,NA,NA,NA,NA,1,NA
"SEED;Iron acquisition and metabolism;Iron acquisition in Vibrio;TonB-dependent receptor;",9,11,11,20,21,16,25,19,12
"SEED;Iron acquisition and metabolism;RCJ pfr;Ferric uptake regulation protein FUR;",3,NA,1,NA,NA,NA,NA,1,NA
"SEED;Iron acquisition and metabolism;Transport of Iron;Ferric iron ABC transporter, iron-binding protein;",1,NA,1,NA,2,1,2,NA,NA
"SEED;Iron acquisition and metabolism;Transport of Iron;Ferric uptake regulation protein FUR;",3,NA,1,NA,NA,NA,NA,1,NA
"SEED;Membrane Transport;ABC transporter branched-chain amino acid (TC 3.A.1.4.1);Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1);",1,NA,1,NA,NA,1,1,1,NA
"SEED;Membrane Transport;ABC transporter branched-chain amino acid (TC 3.A.1.4.1);Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1);",2,NA,NA,NA,2,1,5,1,1
"SEED;Membrane Transport;ABC transporter branched-chain amino acid (TC 3.A.1.4.1);High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1);",1,1,NA,NA,1,1,2,1,1
"SEED;Membrane Transport;General Secretion Pathway;General secretion pathway protein I;",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Membrane Transport;Mannose-sensitive hemagglutinin type 4 pilus;MSHA biogenesis protein MshJ;",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Membrane Transport;pVir Plasmid of Campylobacter;DNA topoisomerase I (EC 5.99.1.2);",1,NA,NA,3,NA,1,1,NA,NA
"SEED;Membrane Transport;pVir Plasmid of Campylobacter;Type IV secretion system protein VirD4;",1,NA,NA,NA,NA,1,NA,NA,NA
"SEED;Membrane Transport;Ton and Tol transport systems;MotA/TolQ/ExbB proton channel family protein;",2,1,2,NA,NA,2,1,NA,NA
"SEED;Membrane Transport;Ton and Tol transport systems;TonB system biopolymer transport component;",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Membrane Transport;Ton and Tol transport systems;TonB-dependent receptor;",9,11,11,20,21,16,25,19,12
"SEED;Membrane Transport;Tricarboxylate transport system;Tricarboxylate transport membrane protein TctA;",1,NA,1,1,NA,1,3,NA,NA
"SEED;Membrane Transport;Type IV pilus;3-dehydroquinate synthase (EC 4.2.3.4);",1,NA,2,2,NA,NA,NA,1,NA
"SEED;Membrane Transport;Type IV pilus;Leader peptidase (Prepilin peptidase) (EC 3.4.23.43);",1,NA,NA,NA,1,NA,NA,NA,NA
"SEED;Membrane Transport;Type IV pilus;Twitching motility protein PilT;",1,NA,NA,NA,1,NA,3,NA,NA
"SEED;Membrane Transport;Type IV pilus;Type IV fimbrial assembly, ATPase PilB;",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Membrane Transport;Type IV pilus;Type IV fimbrial biogenesis protein PilY1;",1,NA,1,NA,NA,NA,1,2,1
"SEED;Membrane Transport;Type IV pilus;Type IV pilus biogenesis protein PilP;",1,NA,2,NA,NA,NA,NA,NA,1
"SEED;Membrane Transport;Type IV pilus;Type IV pilus biogenesis protein PilQ;",2,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Membrane Transport;Widespread colonization island;Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily;",1,NA,1,1,NA,1,1,NA,NA
"SEED;Membrane Transport;Widespread colonization island;Type II/IV secretion system ATPase TadZ/CpaE, associated with Flp pilus assembly;",1,NA,1,NA,NA,1,NA,NA,NA
"SEED;Membrane Transport;Widespread colonization island;Type II/IV secretion system protein TadC, associated with Flp pilus assembly;",1,NA,NA,NA,1,NA,1,NA,NA
"SEED;Membrane Transport;Widespread colonization island;Type IV prepilin peptidase TadV/CpaA;",1,NA,NA,NA,NA,1,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;4-Hydroxyphenylacetic acid catabolic pathway;2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;4-Hydroxyphenylacetic acid catabolic pathway;2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;4-Hydroxyphenylacetic acid catabolic pathway;5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;Anaerobic Aromatic Degredation (benzoate);Para-aminobenzoate synthase, aminase component (EC 2.6.1.85);",1,NA,NA,1,NA,1,1,1,NA
"SEED;Metabolism of Aromatic Compounds;Benzoate transport and degradation cluster;2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;Central meta-cleavage pathway of aromatic compound degradation;2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;Central meta-cleavage pathway of aromatic compound degradation;5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;Gentisate degradation;Fumarylacetoacetase (EC 3.7.1.2);",2,1,NA,3,1,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;Homogentisate pathway of aromatic compound degradation;Fumarylacetoacetase (EC 3.7.1.2);",2,1,NA,3,1,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;Homogentisate pathway of aromatic compound degradation;Transcriptional regulator, IclR family;",1,NA,1,NA,2,NA,2,NA,NA
"SEED;Metabolism of Aromatic Compounds;n-Phenylalkanoic acid degradation;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Metabolism of Aromatic Compounds;n-Phenylalkanoic acid degradation;Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);",4,2,3,11,8,3,17,8,4
"SEED;Metabolism of Aromatic Compounds;Quinate degradation;Quinate/shikimate dehydrogenase [Pyrroloquinoline-quinone] (EC 1.1.99.25);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolism of Aromatic Compounds;Salicylate and gentisate catabolism;Fumarylacetoacetase (EC 3.7.1.2);",2,1,NA,3,1,NA,NA,NA,NA
"SEED;Metabolite damage and its repair or mitigation;RidA family in 981 representative prokaryotes;Acetylglutamate kinase (EC 2.7.2.8);",1,1,1,NA,NA,NA,NA,NA,1
"SEED;Metabolite damage and its repair or mitigation;RidA family in 981 representative prokaryotes;Cysteine desulfurase (EC 2.8.1.7), SufS subfamily;",1,1,NA,NA,1,2,NA,2,NA
"SEED;Metabolite damage and its repair or mitigation;RidA family in 981 representative prokaryotes;Cysteine desulfurase (EC 2.8.1.7);",1,NA,1,1,2,1,NA,2,NA
"SEED;Metabolite damage and its repair or mitigation;RidA family in 981 representative prokaryotes;Dihydroorotase (EC 3.5.2.3);",1,NA,NA,1,1,NA,1,1,NA
"SEED;Metabolite damage and its repair or mitigation;RidA proteins copy with new groups;Carbonic anhydrase (EC 4.2.1.1);",1,NA,NA,NA,1,1,1,1,NA
"SEED;Metabolite damage and its repair or mitigation;RidA proteins copy with new groups;Cysteine desulfurase (EC 2.8.1.7);",1,NA,1,1,2,1,NA,2,NA
"SEED;Metabolite damage and its repair or mitigation;RidA proteins copy with new groups;N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolite damage and its repair or mitigation;RidA proteins copy with new groups;Threonine synthase (EC 4.2.3.1);",2,NA,NA,1,NA,NA,NA,2,NA
"SEED;Metabolite damage and its repair or mitigation;RidA1 subgroup;Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46);",3,NA,NA,NA,1,NA,1,NA,NA
"SEED;Metabolite damage and its repair or mitigation;TN RidA: all subgroups, 981 genomes carbamoyl-P;Acetylglutamate kinase (EC 2.7.2.8);",1,1,1,NA,NA,NA,NA,NA,1
"SEED;Metabolite damage and its repair or mitigation;TN RidA: all subgroups, 981 genomes carbamoyl-P;Dihydroorotase (EC 3.5.2.3);",1,NA,NA,1,1,NA,1,1,NA
"SEED;Metabolite damage and its repair or mitigation;TN RidA: all subgroups, 981 genomes PLP;Cystathionine gamma-lyase (EC 4.4.1.1);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Metabolite damage and its repair or mitigation;TN RidA: all subgroups, 981 genomes PLP;Cystathionine gamma-synthase (EC 2.5.1.48);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Metabolite damage and its repair or mitigation;TN RidA: all subgroups, 981 genomes PLP;Cysteine desulfurase (EC 2.8.1.7), SufS subfamily;",1,1,NA,NA,1,2,NA,2,NA
"SEED;Metabolite damage and its repair or mitigation;TN RidA: all subgroups, 981 genomes PLP;Cysteine desulfurase (EC 2.8.1.7);",1,NA,1,1,2,1,NA,2,NA
"SEED;Metabolite damage and its repair or mitigation;TN RidA: all subgroups, 981 genomes PLP;Cysteine synthase (EC 2.5.1.47);",1,NA,1,1,NA,NA,1,2,NA
"SEED;Miscellaneous;Archease;",1,NA,NA,NA,NA,NA,NA,NA,NA
