"eggnog","SUBERR793600"
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0202 DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity);",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0250 Participates in transcription elongation, termination and antitermination (By similarity);",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0317 In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance (By similarity);",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0454 acetyltransferase;",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0568 Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity);",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0583 Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0782 Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides (By similarity);",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1522 transcriptional regulator AsnC family;",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1595 RNA Polymerase;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1609 Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1695 Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1737 Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1802 GntR Family Transcriptional Regulator;",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1846 Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1974 Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair (By similarity);",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG2207 Transcriptional Regulator AraC Family;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG2508 Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG4725 MT-A70 family;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG4941 rna polymerase;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG5088 Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG5147 Myblike DNAbinding domain containing protein;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG5190 CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A);",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XNVB LysR family (Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XNYY LysR family Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XP1H HIR histone cell cycle regulation defective homolog A (S. cerevisiae);",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XP86 LysR family Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XPGX AraC family transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQ3R homeobox-leucine zipper protein;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQGJ LysR family (Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQRW AraC Family Transcriptional Regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XR3F Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XR85 LysR family (Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XS53 LysR family (Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YCQU Homeobox-leucine zipper protein;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YMPH transcription, DNA-dependent;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YP2C Ocs element-binding factor;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YS5T Transcription factor;",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YZXE paf1, RNA polymerase II associated factor, homolog (S. cerevisiae);",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410ZN9J;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111AZ4 Transcriptional regulator, ARAC family;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111I90 GntR Family Transcriptional Regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111IMA Transcription factor;",2
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111JBG Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity);",7
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111QJC rna polymerase;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111SE2 LysR family (Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111UA6 TetR family transcriptional Regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111X77 Myb transcription factor;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG41123XR Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG41124SV Phage transcriptional regulator AlpA;",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4112DFI XRE family Transcriptional regulator;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0178 The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate (By similarity);",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0188 DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity);",2
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0210 helicase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0270 Cytosine-specific methyltransferase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0272 DNA ligase (NAD+) activity;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0305 Replicative dna helicase;",2
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0417 DNA polymerase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0468 Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity);",2
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0507 exodeoxyribonuclease v alpha;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0582 Integrase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0629 single-stranded DNA-binding protein;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0692 Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine (By similarity);",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0749 DNA polymerase;",2
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1198 Primosomal protein n';",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1199 helicase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1201 purine NTP-dependent helicase activity;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1204 helicase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1241 dna replication licensing factor;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1555 Competence protein;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1599 DNA replication;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1643 helicase;",5
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2801 Retrotransposon protein;",128
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2827 Excinuclease abc c subunit domain protein;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3293 transposase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3593 ATP-dependent endonuclease of the OLD;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG4644 Transposase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5049 5'-3' exoribonuclease;",5
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG5235 Replication Protein;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP0A chromatin modification;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP5C Transposase;",20
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XPF6 DNA- binding protein;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XQ4Y DNA (cytosine-5-)-methyltransferase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XR7P Involved in DNA repair and RecF pathway recombination (By similarity);",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410Y31Q helicase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410ZIID DNA polymerase type B, organellar and viral;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG4111IU1 Transposase;",1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG4111UTW transposase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0045 Succinyl-CoA synthetase subunit beta;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0277 FAD linked oxidase domain protein;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0281 malic enzyme;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0372 citrate synthase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0508 Dehydrogenase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0649 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity);",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0654 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0667 Aldo keto reductase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG0712 F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity);",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1007 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity);",3
"eggNOG;metabolism;[C] Energy production and conversion;COG1008 subunit m;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1009 subunit l;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1012 Dehydrogenase;",4
"eggNOG;metabolism;[C] Energy production and conversion;COG1053 Succinate DeHydrogenase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1071 Dehydrogenase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1140 nitrate reductase beta subunit;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1145 4Fe-4S ferredoxin, iron-sulfur binding;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1227 Manganese-dependent inorganic pyrophosphatase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1249 dihydrolipoyl dehydrogenase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1251 nitrite reductase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1252 Nadh dehydrogenase;",3
"eggNOG;metabolism;[C] Energy production and conversion;COG1290 Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity);",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1294 oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1304 Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP) (By similarity);",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1527 ATP synthase, subunit;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1529 Aldehyde oxidase and xanthine dehydrogenase, molybdopterin binding;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1804 l-carnitine dehydratase bile acid-inducible protein F;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG1902 NADH flavin oxidoreductase, NADH oxidase;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG2080 (2Fe-2S)-binding domain protein;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG3202 carrier protein;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG3808 pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for;",1
"eggNOG;metabolism;[C] Energy production and conversion;COG5274 cytochrome b5;",1
"eggNOG;metabolism;[C] Energy production and conversion;ENOG410XRV3 Aldo keto reductase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0006 peptidase M24;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0028 acetolactate synthase;",3
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0065 Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0066 Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0076 decarboxylase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0115 brancheD-chain amino acid aminotransferase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0119 Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0134 indole-3-glycerol phosphate synthase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0160 transaminase activity;",2
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0165 argininosuccinate lyase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0174 glutamine synthetase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0260 Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides (By similarity);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0346 glyoxalase bleomycin resistance protein dioxygenase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0347 Nitrogen regulatory protein pii;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0410 amino acid transport;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0444 (ABC) transporter;",2
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0512 anthranilate synthase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0520 cysteine desulfurase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0531 amino acid;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0559 (ABC) transporter;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0620 Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation (By similarity);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0624 succinyl-diaminopimelate desuccinylase activity;",2
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0665 Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34 (By similarity);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0683 (ABC) transporter;",3
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0685 Methylenetetrahydrofolate reductase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0697 membrane;",2
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0722 Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1045 serine acetyltransferase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1063 Dehydrogenase;",2
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1126 ABC transporter, (ATP-binding protein);",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1231 L-amino-acid oxidase activity;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1505 prolyl oligopeptidase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1506 peptidase s9 prolyl oligopeptidase active site domain protein;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1605 Chorismate mutase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1748 saccharopine dehydrogenase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1770 Oligopeptidase b;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1982 decarboxylase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2021 homoserine O-acetyltransferase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2303 oxidoreductase;",2
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2610 Gluconate;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2866 metallocarboxypeptidase activity;",3
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2873 o-acetylhomoserine;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2939 carboxy-peptidase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2957 Agmatine deiminase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3104 transporter;",3
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4126 Hydantoin racemase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4177 (ABC) transporter;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4230 proline dehydrogenase, pyrroline-5-carboxylate dehydrogenase;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4597 amino acid ABC transporter;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410XSV7 Extracellular solute-binding protein family 3;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410Y38I amino acid AbC transporter;",1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410Y45M glycine amidinotransferase activity;",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0127 Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity);",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0167 Catalyzes the conversion of dihydroorotate to orotate;",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0504 Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity);",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0563 Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism (By similarity);",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1051 NUDiX hydrolase;",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1816 adenosine deaminase;",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1864 DNA RNA NON-specific endonuclease;",2
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG2233 permease;",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG4630 xanthine dehydrogenase;",1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;ENOG410XPRD 5-Nucleotidase;",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0061 Catalyzes the phosphorylation of NAD to NADP. Utilizes ATP and other nucleoside triphosphates as well as inorganic polyphosphate as a source of phosphorus (By similarity);",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0149 triosephosphate isomerase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0176 Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway (By similarity);",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0235 Class II aldolase adducin;",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0364 Glucose-6-phosphate 1-dehydrogenase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0395 Binding-protein-dependent transport systems inner membrane component;",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0406 Phosphoglycerate mutase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0477 major facilitator Superfamily;",3
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0483 inositol monophosphatase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0696 Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity);",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0697 membrane;",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0738 Transporter;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1082 Xylose isomerase domain protein TIM barrel;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1134 (ABC) transporter;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1172 (ABC) transporter;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1264 pts system;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1640 4-alpha-glucanotransferase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1653 transporter activity;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1877 trehalose biosynthetic process;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1940 ROK family;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2610 Gluconate;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2893 pts system;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3090 Tripartite ATP-independent periplasmic transporter dctq component;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3250 hydrolase family 2;",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3622 Catalyzes the reversible isomerization between hydroxypyruvate and 2-hydroxy-3-oxopropanoate (also termed tartronate semialdehyde) (By similarity);",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3635 Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity);",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3730 Pts system, glucitol sorbitol-specific;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3866 pectate lyase activity;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3892 Domain-Containing protein;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4677 pectinesterase;",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4993 Dehydrogenase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG5309 cell wall;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNXS beta-amylase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNZD alphaglucosidase;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNZG major facilitator superfamily;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XPU2 extracellular solute-binding protein;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XPWC solute carrier family 17;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XSRI solute carrier family 22;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XSSD Transporter;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410Y0GE Major Facilitator;",2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410ZVGS Major Facilitator Superfamily;",1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG4111FKS extracellular solute-binding protein;",1
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0029 L-aspartate oxidase;",1
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0142 synthase;",1
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0307 riboflavin synthase, subunit alpha;",1
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0373 Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA) (By similarity);",1
